event_id,customer_id,session_id,event_timestamp,event_type,page,product_id,device,referrer
E00000076,C00002,S0000019,2026-04-19 20:49:22,search,Search,,Mobile,Bing
E00000077,C00002,S0000019,2026-04-19 20:50:34,page_view,Category,,Mobile,Bing
E00000078,C00002,S0000019,2026-04-19 20:54:29,product_view,Product,P0042,Mobile,Bing
E00000079,C00002,S0000019,2026-04-19 20:57:52,review_view,Reviews,P0025,Mobile,Bing
E00000080,C00002,S0000020,2026-01-30 19:14:39,page_view,Home,,Tablet,Bing
E00000081,C00002,S0000020,2026-01-30 19:16:47,search,Search,,Tablet,Bing
E00000082,C00002,S0000020,2026-01-30 19:20:40,page_view,Category,,Tablet,Bing
E00000083,C00002,S0000020,2026-01-30 19:21:00,product_view,Product,P0042,Tablet,Bing
E00000084,C00002,S0000020,2026-01-30 19:22:24,add_to_cart,Cart,P0042,Tablet,Bing
E00000085,C00002,S0000020,2026-01-30 19:23:14,checkout_start,Checkout,P0040,Tablet,Bing
E00000086,C00002,S0000020,2026-01-30 19:26:36,purchase,Checkout,P0040,Tablet,Bing
E00000087,C00002,S0000021,2025-12-21 01:34:03,page_view,Home,,Desktop,Bing
E00000088,C00002,S0000021,2025-12-21 01:36:32,search,Search,,Desktop,Bing
E00000089,C00002,S0000022,2025-10-29 10:42:24,page_view,Home,,Desktop,Affiliate
E00000090,C00002,S0000022,2025-10-29 10:44:34,search,Search,,Desktop,Affiliate
E00000091,C00002,S0000023,2026-02-04 11:15:52,page_view,Home,,Mobile,Facebook
E00000092,C00002,S0000023,2026-02-04 11:18:17,search,Search,,Mobile,Facebook
E00000093,C00002,S0000023,2026-02-04 11:20:36,page_view,Category,,Mobile,Facebook
E00000094,C00002,S0000023,2026-02-04 11:20:51,product_view,Product,P0034,Mobile,Facebook
E00000095,C00003,S0000024,2026-01-04 18:15:07,page_view,Home,,Mobile,Affiliate
E00000096,C00003,S0000024,2026-01-04 18:17:16,search,Search,,Mobile,Affiliate
E00000097,C00003,S0000024,2026-01-04 18:20:02,page_view,Category,,Mobile,Affiliate
E00000098,C00003,S0000024,2026-01-04 18:23:44,product_view,Product,P0065,Mobile,Affiliate
E00000099,C00003,S0000025,2025-04-26 12:23:59,page_view,Home,,Mobile,Email
E00000100,C00003,S0000026,2025-07-26 07:28:01,page_view,Home,,Desktop,Bing
E00000101,C00003,S0000026,2025-07-26 07:31:43,search,Search,,Desktop,Bing
E00000102,C00003,S0000026,2025-07-26 07:34:07,page_view,Category,,Desktop,Bing
E00000103,C00003,S0000026,2025-07-26 07:35:22,product_view,Product,P0045,Desktop,Bing
E00000104,C00003,S0000026,2025-07-26 07:36:52,review_view,Reviews,P0065,Desktop,Bing
E00000105,C00003,S0000026,2025-07-26 07:37:33,add_to_cart,Cart,P0033,Desktop,Bing
E00000106,C00003,S0000027,2026-04-02 08:07:25,page_view,Home,,Mobile,Affiliate
E00000107,C00003,S0000027,2026-04-02 08:09:31,search,Search,,Mobile,Affiliate
E00000108,C00003,S0000027,2026-04-02 08:11:55,page_view,Category,,Mobile,Affiliate
E00000109,C00003,S0000027,2026-04-02 08:14:04,product_view,Product,P0065,Mobile,Affiliate
E00000110,C00003,S0000027,2026-04-02 08:17:58,review_view,Reviews,P0079,Mobile,Affiliate
E00000111,C00003,S0000027,2026-04-02 08:18:39,add_to_cart,Cart,P0045,Mobile,Affiliate
E00000112,C00003,S0000028,2025-04-19 22:05:49,page_view,Home,,Mobile,Affiliate
E00000113,C00003,S0000028,2025-04-19 22:08:05,search,Search,,Mobile,Affiliate
E00000114,C00003,S0000028,2025-04-19 22:09:10,page_view,Category,,Mobile,Affiliate
E00000115,C00003,S0000028,2025-04-19 22:09:54,product_view,Product,P0033,Mobile,Affiliate
E00000116,C00003,S0000028,2025-04-19 22:12:48,review_view,Reviews,P0031,Mobile,Affiliate
E00000117,C00003,S0000028,2025-04-19 22:13:55,add_to_cart,Cart,P0016,Mobile,Affiliate
E00000118,C00003,S0000029,2026-06-20 14:51:06,page_view,Home,,Tablet,Email
E00000119,C00003,S0000029,2026-06-20 14:54:30,search,Search,,Tablet,Email
E00000120,C00003,S0000029,2026-06-20 14:56:49,page_view,Category,,Tablet,Email
E00000121,C00003,S0000029,2026-06-20 14:59:06,product_view,Product,P0079,Tablet,Email
E00000122,C00003,S0000029,2026-06-20 15:00:39,review_view,Reviews,P0033,Tablet,Email
E00000123,C00003,S0000029,2026-06-20 15:01:13,add_to_cart,Cart,P0033,Tablet,Email
E00000124,C00003,S0000030,2025-12-07 14:49:44,page_view,Home,,Mobile,Direct
E00000125,C00003,S0000030,2025-12-07 14:50:41,search,Search,,Mobile,Direct
E00000126,C00003,S0000030,2025-12-07 14:51:44,page_view,Category,,Mobile,Direct
E00000127,C00003,S0000030,2025-12-07 14:55:24,product_view,Product,P0016,Mobile,Direct
E00000128,C00003,S0000030,2025-12-07 14:59:01,review_view,Reviews,P0016,Mobile,Direct
E00000129,C00003,S0000031,2026-01-20 03:55:53,page_view,Home,,Mobile,Email
E00000130,C00003,S0000031,2026-01-20 03:58:17,search,Search,,Mobile,Email
E00000131,C00003,S0000031,2026-01-20 03:58:30,page_view,Category,,Mobile,Email
E00000132,C00003,S0000032,2025-07-29 13:45:34,page_view,Home,,Mobile,Affiliate
E00000133,C00003,S0000032,2025-07-29 13:49:14,search,Search,,Mobile,Affiliate
E00000134,C00003,S0000032,2025-07-29 13:51:56,page_view,Category,,Mobile,Affiliate
E00000135,C00003,S0000033,2025-05-26 15:09:25,page_view,Home,,Desktop,Instagram
E00000136,C00003,S0000033,2025-05-26 15:12:11,search,Search,,Desktop,Instagram
E00000137,C00003,S0000033,2025-05-26 15:15:43,page_view,Category,,Desktop,Instagram
E00000138,C00003,S0000033,2025-05-26 15:17:21,product_view,Product,P0030,Desktop,Instagram
E00000139,C00003,S0000033,2025-05-26 15:21:17,review_view,Reviews,P0016,Desktop,Instagram
E00000140,C00003,S0000033,2025-05-26 15:21:46,add_to_cart,Cart,P0031,Desktop,Instagram
E00000141,C00003,S0000034,2026-01-29 02:36:17,page_view,Home,,Desktop,Facebook
E00000142,C00003,S0000034,2026-01-29 02:36:54,search,Search,,Desktop,Facebook
E00000143,C00003,S0000034,2026-01-29 02:39:22,page_view,Category,,Desktop,Facebook
E00000144,C00003,S0000034,2026-01-29 02:40:46,product_view,Product,P0030,Desktop,Facebook
E00000145,C00003,S0000034,2026-01-29 02:41:55,review_view,Reviews,P0033,Desktop,Facebook
E00000146,C00003,S0000034,2026-01-29 02:44:20,add_to_cart,Cart,P0033,Desktop,Facebook
E00000147,C00004,S0000035,2026-03-10 01:01:15,page_view,Home,,Mobile,Google
E00000148,C00004,S0000035,2026-03-10 01:04:30,search,Search,,Mobile,Google
E00000149,C00004,S0000035,2026-03-10 01:05:20,page_view,Category,,Mobile,Google
E00000150,C00004,S0000035,2026-03-10 01:06:25,product_view,Product,P0062,Mobile,Google
E00000151,C00004,S0000035,2026-03-10 01:09:09,review_view,Reviews,P0060,Mobile,Google
E00000152,C00004,S0000036,2026-01-19 02:41:06,page_view,Home,,Mobile,Direct
E00000153,C00004,S0000036,2026-01-19 02:42:21,search,Search,,Mobile,Direct
E00000154,C00004,S0000037,2025-12-22 10:45:50,page_view,Home,,Desktop,Direct
E00000155,C00004,S0000038,2026-03-16 22:59:17,page_view,Home,,Mobile,Instagram
E00000156,C00004,S0000039,2026-04-03 01:44:45,page_view,Home,,Desktop,Instagram
E00000157,C00004,S0000039,2026-04-03 01:48:31,search,Search,,Desktop,Instagram
E00000158,C00004,S0000039,2026-04-03 01:48:45,page_view,Category,,Desktop,Instagram
E00000159,C00004,S0000039,2026-04-03 01:49:05,product_view,Product,P0028,Desktop,Instagram
E00000160,C00004,S0000039,2026-04-03 01:52:58,add_to_cart,Cart,P0012,Desktop,Instagram
E00000161,C00004,S0000039,2026-04-03 01:55:21,checkout_start,Checkout,P0074,Desktop,Instagram
E00000162,C00004,S0000039,2026-04-03 01:56:23,purchase,Checkout,P0035,Desktop,Instagram
E00000163,C00004,S0000040,2026-03-22 14:30:52,page_view,Home,,Desktop,Direct
E00000164,C00004,S0000040,2026-03-22 14:31:41,search,Search,,Desktop,Direct
E00000165,C00004,S0000040,2026-03-22 14:34:46,page_view,Category,,Desktop,Direct
E00000166,C00004,S0000040,2026-03-22 14:36:52,product_view,Product,P0014,Desktop,Direct
E00000167,C00004,S0000040,2026-03-22 14:38:24,review_view,Reviews,P0068,Desktop,Direct
E00000168,C00004,S0000040,2026-03-22 14:39:28,add_to_cart,Cart,P0014,Desktop,Direct
E00000169,C00004,S0000040,2026-03-22 14:40:22,checkout_start,Checkout,P0071,Desktop,Direct
E00000170,C00004,S0000040,2026-03-22 14:41:27,purchase,Checkout,P0029,Desktop,Direct
E00000171,C00004,S0000041,2026-03-10 12:59:50,page_view,Home,,Mobile,Instagram
E00000172,C00004,S0000042,2026-01-09 17:41:06,page_view,Home,,Desktop,Affiliate
E00000173,C00004,S0000042,2026-01-09 17:43:55,search,Search,,Desktop,Affiliate
E00000174,C00004,S0000042,2026-01-09 17:44:58,page_view,Category,,Desktop,Affiliate
E00000175,C00004,S0000042,2026-01-09 17:47:22,product_view,Product,P0073,Desktop,Affiliate
E00000176,C00004,S0000042,2026-01-09 17:48:39,review_view,Reviews,P0029,Desktop,Affiliate
E00000177,C00004,S0000043,2026-06-22 01:30:32,page_view,Home,,Mobile,Email
E00000178,C00004,S0000044,2026-04-06 07:07:15,page_view,Home,,Desktop,Facebook
E00000179,C00004,S0000044,2026-04-06 07:11:13,search,Search,,Desktop,Facebook
E00000180,C00004,S0000044,2026-04-06 07:13:38,page_view,Category,,Desktop,Facebook
E00000181,C00004,S0000045,2026-01-16 14:50:47,page_view,Home,,Mobile,Affiliate
E00000182,C00005,S0000046,2026-05-10 00:42:04,page_view,Home,,Mobile,Facebook
E00000183,C00005,S0000046,2026-05-10 00:45:15,search,Search,,Mobile,Facebook
E00000184,C00005,S0000046,2026-05-10 00:45:41,page_view,Category,,Mobile,Facebook
E00000185,C00005,S0000046,2026-05-10 00:49:16,product_view,Product,P0029,Mobile,Facebook
E00000186,C00005,S0000046,2026-05-10 00:50:39,review_view,Reviews,P0062,Mobile,Facebook
E00000187,C00005,S0000046,2026-05-10 00:51:35,add_to_cart,Cart,P0074,Mobile,Facebook
E00000188,C00005,S0000046,2026-05-10 00:51:49,checkout_start,Checkout,P0068,Mobile,Facebook
E00000189,C00005,S0000046,2026-05-10 00:53:54,purchase,Checkout,P0029,Mobile,Facebook
E00000190,C00005,S0000047,2025-07-21 14:42:00,page_view,Home,,Desktop,Affiliate
E00000191,C00005,S0000047,2025-07-21 14:45:26,search,Search,,Desktop,Affiliate
E00000192,C00005,S0000047,2025-07-21 14:48:15,page_view,Category,,Desktop,Affiliate
E00000193,C00005,S0000047,2025-07-21 14:50:51,product_view,Product,P0071,Desktop,Affiliate
E00000194,C00005,S0000047,2025-07-21 14:52:37,review_view,Reviews,P0073,Desktop,Affiliate
E00000195,C00005,S0000048,2025-12-02 20:10:26,page_view,Home,,Desktop,Affiliate
E00000196,C00005,S0000048,2025-12-02 20:13:50,search,Search,,Desktop,Affiliate
E00000197,C00005,S0000048,2025-12-02 20:17:38,page_view,Category,,Desktop,Affiliate
E00000198,C00005,S0000048,2025-12-02 20:19:44,product_view,Product,P0014,Desktop,Affiliate
E00000199,C00005,S0000048,2025-12-02 20:23:41,review_view,Reviews,P0060,Desktop,Affiliate
E00000200,C00005,S0000049,2025-12-01 05:18:22,page_view,Home,,Mobile,Facebook
E00000201,C00005,S0000049,2025-12-01 05:19:09,search,Search,,Mobile,Facebook
E00000202,C00005,S0000049,2025-12-01 05:20:43,page_view,Category,,Mobile,Facebook
E00000203,C00005,S0000049,2025-12-01 05:23:17,product_view,Product,P0014,Mobile,Facebook
E00000204,C00005,S0000050,2025-11-30 00:50:17,page_view,Home,,Mobile,Email
E00000205,C00005,S0000050,2025-11-30 00:51:16,search,Search,,Mobile,Email
E00000206,C00005,S0000050,2025-11-30 00:52:10,page_view,Category,,Mobile,Email
E00000207,C00005,S0000050,2025-11-30 00:56:07,product_view,Product,P0028,Mobile,Email
E00000208,C00005,S0000050,2025-11-30 00:56:44,review_view,Reviews,P0017,Mobile,Email
E00000209,C00005,S0000051,2025-09-18 10:45:44,page_view,Home,,Mobile,Facebook
E00000210,C00005,S0000051,2025-09-18 10:46:08,search,Search,,Mobile,Facebook
E00000211,C00005,S0000051,2025-09-18 10:48:02,page_view,Category,,Mobile,Facebook
E00000212,C00005,S0000051,2025-09-18 10:50:51,product_view,Product,P0068,Mobile,Facebook
E00000213,C00005,S0000051,2025-09-18 10:51:06,review_view,Reviews,P0060,Mobile,Facebook
E00000214,C00005,S0000051,2025-09-18 10:53:17,add_to_cart,Cart,P0017,Mobile,Facebook
E00000215,C00005,S0000052,2026-03-16 23:21:31,page_view,Home,,Tablet,Direct
E00000216,C00005,S0000053,2026-04-30 06:21:03,page_view,Home,,Desktop,Affiliate
E00000217,C00005,S0000053,2026-04-30 06:23:26,search,Search,,Desktop,Affiliate
E00000218,C00005,S0000053,2026-04-30 06:26:11,page_view,Category,,Desktop,Affiliate
E00000219,C00005,S0000053,2026-04-30 06:27:17,product_view,Product,P0035,Desktop,Affiliate
E00000220,C00005,S0000053,2026-04-30 06:30:18,review_view,Reviews,P0066,Desktop,Affiliate
E00000221,C00005,S0000054,2026-02-07 23:43:44,page_view,Home,,Mobile,Facebook
E00000222,C00005,S0000054,2026-02-07 23:43:58,search,Search,,Mobile,Facebook
E00000223,C00005,S0000055,2025-11-20 00:07:28,page_view,Home,,Desktop,Direct
E00000224,C00005,S0000055,2025-11-20 00:11:28,search,Search,,Desktop,Direct
E00000225,C00005,S0000055,2025-11-20 00:14:35,page_view,Category,,Desktop,Direct
E00000226,C00005,S0000055,2025-11-20 00:17:09,product_view,Product,P0062,Desktop,Direct
E00000227,C00005,S0000055,2025-11-20 00:19:10,review_view,Reviews,P0035,Desktop,Direct
E00000228,C00005,S0000055,2025-11-20 00:19:27,add_to_cart,Cart,P0060,Desktop,Direct
E00000229,C00005,S0000056,2025-07-02 14:50:24,page_view,Home,,Desktop,Instagram
E00000230,C00005,S0000056,2025-07-02 14:51:42,search,Search,,Desktop,Instagram
E00000231,C00005,S0000056,2025-07-02 14:52:15,page_view,Category,,Desktop,Instagram
E00000232,C00005,S0000056,2025-07-02 14:55:45,product_view,Product,P0060,Desktop,Instagram
E00000233,C00005,S0000056,2025-07-02 14:57:32,review_view,Reviews,P0062,Desktop,Instagram
E00000234,C00005,S0000057,2026-02-24 12:35:35,page_view,Home,,Desktop,Direct
E00000235,C00005,S0000057,2026-02-24 12:37:48,search,Search,,Desktop,Direct
E00000236,C00005,S0000057,2026-02-24 12:41:25,page_view,Category,,Desktop,Direct
E00000237,C00005,S0000057,2026-02-24 12:43:24,product_view,Product,P0014,Desktop,Direct
E00000238,C00005,S0000057,2026-02-24 12:46:26,add_to_cart,Cart,P0073,Desktop,Direct
E00000239,C00005,S0000057,2026-02-24 12:49:31,checkout_start,Checkout,P0074,Desktop,Direct
E00000240,C00005,S0000057,2026-02-24 12:50:18,purchase,Checkout,P0071,Desktop,Direct
E00000241,C00005,S0000058,2025-08-15 19:15:46,page_view,Home,,Desktop,Direct
E00000242,C00005,S0000058,2025-08-15 19:19:31,search,Search,,Desktop,Direct
E00000243,C00005,S0000058,2025-08-15 19:20:30,page_view,Category,,Desktop,Direct
E00000244,C00005,S0000059,2025-11-02 14:34:41,page_view,Home,,Desktop,Bing
E00000245,C00005,S0000059,2025-11-02 14:37:01,search,Search,,Desktop,Bing
E00000246,C00005,S0000059,2025-11-02 14:38:20,page_view,Category,,Desktop,Bing
E00000247,C00005,S0000059,2025-11-02 14:41:10,product_view,Product,P0074,Desktop,Bing
E00000248,C00005,S0000060,2025-03-15 01:04:31,page_view,Home,,Desktop,Direct
E00000249,C00005,S0000060,2025-03-15 01:07:31,search,Search,,Desktop,Direct
E00000250,C00005,S0000060,2025-03-15 01:11:19,page_view,Category,,Desktop,Direct
E00000251,C00005,S0000060,2025-03-15 01:13:40,product_view,Product,P0041,Desktop,Direct
E00000252,C00005,S0000060,2025-03-15 01:16:23,review_view,Reviews,P0041,Desktop,Direct
E00000253,C00005,S0000060,2025-03-15 01:20:19,add_to_cart,Cart,P0041,Desktop,Direct
E00000254,C00005,S0000060,2025-03-15 01:20:45,checkout_start,Checkout,P0012,Desktop,Direct
E00000255,C00005,S0000060,2025-03-15 01:21:24,purchase,Checkout,P0073,Desktop,Direct
E00000256,C00005,S0000061,2026-03-05 18:22:22,page_view,Home,,Mobile,Facebook
E00000257,C00005,S0000061,2026-03-05 18:26:02,search,Search,,Mobile,Facebook
E00000258,C00005,S0000061,2026-03-05 18:29:42,add_to_cart,Cart,P0073,Mobile,Facebook
E00000259,C00005,S0000061,2026-03-05 18:29:58,checkout_start,Checkout,P0012,Mobile,Facebook
E00000260,C00005,S0000061,2026-03-05 18:30:24,purchase,Checkout,P0041,Mobile,Facebook
E00000261,C00006,S0000062,2026-05-25 02:02:46,page_view,Home,,Mobile,Facebook
E00000262,C00006,S0000062,2026-05-25 02:06:35,search,Search,,Mobile,Facebook
E00000263,C00006,S0000062,2026-05-25 02:09:53,page_view,Category,,Mobile,Facebook
E00000264,C00006,S0000062,2026-05-25 02:11:25,product_view,Product,P0005,Mobile,Facebook
E00000265,C00006,S0000062,2026-05-25 02:13:31,review_view,Reviews,P0013,Mobile,Facebook
E00000266,C00006,S0000063,2025-05-31 22:57:09,page_view,Home,,Desktop,Affiliate
E00000267,C00006,S0000063,2025-05-31 22:59:59,search,Search,,Desktop,Affiliate
E00000268,C00006,S0000063,2025-05-31 23:00:45,page_view,Category,,Desktop,Affiliate
E00000269,C00006,S0000063,2025-05-31 23:01:07,product_view,Product,P0054,Desktop,Affiliate
E00000270,C00006,S0000064,2025-12-13 08:03:45,page_view,Home,,Desktop,Instagram
E00000271,C00006,S0000064,2025-12-13 08:06:28,search,Search,,Desktop,Instagram
E00000272,C00006,S0000064,2025-12-13 08:07:50,page_view,Category,,Desktop,Instagram
E00000273,C00006,S0000064,2025-12-13 08:09:40,product_view,Product,P0008,Desktop,Instagram
E00000274,C00006,S0000064,2025-12-13 08:10:04,review_view,Reviews,P0054,Desktop,Instagram
E00000275,C00006,S0000065,2026-03-05 05:07:56,page_view,Home,,Mobile,Google
E00000276,C00006,S0000065,2026-03-05 05:08:41,search,Search,,Mobile,Google
E00000277,C00006,S0000065,2026-03-05 05:10:19,page_view,Category,,Mobile,Google
E00000278,C00006,S0000065,2026-03-05 05:10:33,product_view,Product,P0021,Mobile,Google
E00000279,C00006,S0000065,2026-03-05 05:14:07,review_view,Reviews,P0005,Mobile,Google
E00000280,C00006,S0000066,2026-04-18 22:48:45,page_view,Home,,Desktop,Google
E00000281,C00006,S0000066,2026-04-18 22:51:54,search,Search,,Desktop,Google
E00000282,C00006,S0000066,2026-04-18 22:54:38,page_view,Category,,Desktop,Google
E00000283,C00006,S0000066,2026-04-18 22:55:05,product_view,Product,P0058,Desktop,Google
E00000284,C00006,S0000066,2026-04-18 22:58:34,review_view,Reviews,P0010,Desktop,Google
E00000285,C00006,S0000066,2026-04-18 22:58:49,add_to_cart,Cart,P0013,Desktop,Google
E00000286,C00006,S0000067,2026-05-21 19:26:40,page_view,Home,,Mobile,Instagram
E00000287,C00006,S0000067,2026-05-21 19:27:12,search,Search,,Mobile,Instagram
E00000288,C00006,S0000068,2025-04-15 11:26:59,page_view,Home,,Mobile,Instagram
E00000289,C00006,S0000068,2025-04-15 11:29:08,search,Search,,Mobile,Instagram
E00000290,C00006,S0000068,2025-04-15 11:31:37,page_view,Category,,Mobile,Instagram
E00000291,C00006,S0000069,2025-02-20 16:57:13,page_view,Home,,Desktop,Google
E00000292,C00006,S0000070,2025-03-15 02:53:39,page_view,Home,,Mobile,Email
E00000293,C00006,S0000070,2025-03-15 02:54:49,search,Search,,Mobile,Email
E00000294,C00006,S0000070,2025-03-15 02:58:30,page_view,Category,,Mobile,Email
E00000295,C00006,S0000070,2025-03-15 03:00:51,product_view,Product,P0054,Mobile,Email
E00000296,C00006,S0000070,2025-03-15 03:02:22,review_view,Reviews,P0008,Mobile,Email
E00000297,C00006,S0000070,2025-03-15 03:04:31,add_to_cart,Cart,P0013,Mobile,Email
E00000298,C00006,S0000070,2025-03-15 03:07:00,checkout_start,Checkout,P0021,Mobile,Email
E00000299,C00006,S0000070,2025-03-15 03:08:38,purchase,Checkout,P0013,Mobile,Email
E00000300,C00006,S0000071,2025-04-04 06:57:22,page_view,Home,,Desktop,Bing
E00000301,C00006,S0000071,2025-04-04 06:58:39,search,Search,,Desktop,Bing
E00000302,C00006,S0000071,2025-04-04 07:01:20,add_to_cart,Cart,P0005,Desktop,Bing
