customer_id,snapshot_date,recency_days,frequency_90d,monetary_90d,tenure_days,distinct_products_90d,avg_basket_value_90d,return_rate_90d,churn_label_180d,propensity_label_30d
12482,2010-03-01,4,5.0,6437.76,4,13.0,1287.5520000000001,0.0,0,0
12483,2010-03-01,18,2.0,389.1,28,10.0,194.55,0.08333333333333333,0,1
12484,2010-03-01,0,3.0,706.8,87,62.0,235.6,0.027777777777777776,0,0
12487,2010-03-01,81,1.0,285.29999999999995,81,2.0,285.29999999999995,0.3333333333333333,1,0
12490,2010-03-01,6,4.0,1509.46,89,62.0,377.365,0.014285714285714285,0,1
12497,2010-03-01,33,0.0,0.0,33,0.0,0.0,1.0,0,1
12500,2010-03-01,3,4.0,745.89,24,47.0,186.4725,0.06779661016949153,0,1
12510,2010-03-01,25,5.0,2984.33,86,44.0,596.866,0.10714285714285714,0,1
12523,2010-03-01,5,3.0,611.74,88,32.0,203.91333333333333,0.1282051282051282,0,1
12524,2010-03-01,20,1.0,558.9,20,7.0,558.9,0.0,0,1
12525,2010-03-01,86,0.0,0.0,86,0.0,0.0,1.0,0,1
12531,2010-03-01,31,1.0,1807.98,37,110.0,1807.98,0.05172413793103448,1,0
12533,2010-03-01,48,1.0,929.92,89,44.0,929.92,0.22807017543859648,0,1
12539,2010-03-01,67,2.0,5149.06,67,104.0,2574.53,0.0,1,0
12540,2010-03-01,27,4.0,1664.88,83,51.0,416.22,0.017857142857142856,0,1
12549,2010-03-01,32,4.0,1159.3700000000001,48,31.0,289.84250000000003,0.0,0,0
12555,2010-03-01,33,1.0,129.23,33,1.0,129.23,0.0,1,0
12557,2010-03-01,73,1.0,1952.64,73,3.0,1952.64,0.0,0,0
12567,2010-03-01,17,1.0,522.28,17,27.0,522.28,0.0,0,0
12570,2010-03-01,33,1.0,77.52,33,1.0,77.52,0.0,1,0
12577,2010-03-01,87,1.0,210.55,87,13.0,210.55,0.0,1,0
12583,2010-03-01,3,2.0,1409.49,84,36.0,704.745,0.0,0,0
12586,2010-03-01,74,1.0,422.35,74,19.0,422.35,0.0,1,0
12589,2010-03-01,40,1.0,715.5,40,43.0,715.5,0.0,1,0
12600,2010-03-01,10,5.0,1133.07,83,22.0,226.61399999999998,0.058823529411764705,0,0
12606,2010-03-01,33,1.0,21.0,33,1.0,21.0,0.0,1,0
12609,2010-03-01,70,1.0,330.6,70,17.0,330.6,0.0,0,0
12613,2010-03-01,44,1.0,1350.81,76,60.0,1350.81,0.1,0,0
12615,2010-03-01,89,0.0,0.0,89,0.0,0.0,1.0,0,1
12621,2010-03-01,19,1.0,274.44,19,18.0,274.44,0.0,0,1
12623,2010-03-01,47,1.0,1579.72,47,60.0,1579.72,0.01639344262295082,0,1
12631,2010-03-01,44,1.0,738.1800000000001,44,32.0,738.1800000000001,0.0,0,0
12636,2010-03-01,89,1.0,141.0,89,1.0,141.0,0.0,1,0
12644,2010-03-01,17,2.0,868.13,45,46.0,434.065,0.2033898305084746,1,0
12645,2010-03-01,11,1.0,373.65,19,21.0,373.65,0.08695652173913043,0,1
12647,2010-03-01,3,6.0,2886.13,46,68.0,481.0216666666667,0.06976744186046512,0,1
12648,2010-03-01,52,1.0,205.75,52,11.0,205.75,0.0,0,1
12649,2010-03-01,41,2.0,385.5,47,17.0,192.75,0.10526315789473684,0,0
12663,2010-03-01,19,1.0,153.75,19,7.0,153.75,0.0,0,1
12664,2010-03-01,77,1.0,549.08,77,4.0,549.08,0.0,0,0
12665,2010-03-01,13,1.0,168.8,20,8.0,168.8,0.2727272727272727,1,0
12668,2010-03-01,28,1.0,1755.74,28,99.0,1755.74,0.0,0,1
12670,2010-03-01,17,1.0,225.60000000000002,17,8.0,225.60000000000002,0.0,1,0
12677,2010-03-01,17,1.0,190.7,83,9.0,190.7,0.18181818181818182,0,0
12678,2010-03-01,51,2.0,2310.3,52,39.0,1155.15,0.0,0,0
12681,2010-03-01,19,5.0,3519.19,77,106.0,703.838,0.05952380952380952,0,1
12682,2010-03-01,5,7.0,3604.92,89,81.0,514.9885714285714,0.0,0,1
12683,2010-03-01,19,3.0,1557.66,77,70.0,519.22,0.0,0,0
12695,2010-03-01,16,1.0,493.66,16,18.0,493.66,0.0,0,0
12696,2010-03-01,33,0.0,0.0,33,0.0,0.0,1.0,0,0
12703,2010-03-01,31,1.0,557.53,35,40.0,557.53,0.047619047619047616,0,1
12705,2010-03-01,87,0.0,0.0,87,0.0,0.0,1.0,0,0
12706,2010-03-01,33,0.0,0.0,33,0.0,0.0,1.0,1,0
12708,2010-03-01,0,3.0,808.32,72,43.0,269.44,0.0,0,0
12709,2010-03-01,33,5.0,3600.68,81,44.0,720.136,0.15517241379310345,0,1
12711,2010-03-01,27,1.0,549.3,27,28.0,549.3,0.0,0,0
12712,2010-03-01,17,2.0,562.38,81,34.0,281.19,0.1590909090909091,0,0
12714,2010-03-01,51,2.0,2652.84,86,126.0,1326.42,0.0,0,1
12727,2010-03-01,5,1.0,759.32,5,30.0,759.32,0.0,0,0
12733,2010-03-01,40,1.0,1130.22,40,65.0,1130.22,0.0,0,0
12745,2010-03-01,33,1.0,201.56,33,1.0,201.56,0.0,0,0
12746,2010-03-01,82,0.0,0.0,82,0.0,0.0,1.0,0,0
12747,2010-03-01,7,5.0,1292.0,83,25.0,258.4,0.07692307692307693,0,1
12748,2010-03-01,2,24.0,4272.5,86,340.0,178.02083333333334,0.009259259259259259,0,1
12755,2010-03-01,5,2.0,37.01,88,20.0,18.505,0.5348837209302325,0,1
12758,2010-03-01,89,1.0,2454.68,89,79.0,2454.68,0.0,0,1
12759,2010-03-01,86,1.0,508.26,86,22.0,508.26,0.0,0,0
12776,2010-03-01,18,1.0,55.5,18,4.0,55.5,0.0,1,0
12779,2010-03-01,87,1.0,371.82,87,22.0,371.82,0.0,0,1
12785,2010-03-01,82,1.0,366.9,82,19.0,366.9,0.0,0,0
12789,2010-03-01,44,1.0,89.25,44,2.0,89.25,0.0,0,0
12792,2010-03-01,33,0.0,0.0,33,0.0,0.0,1.0,0,0
12800,2010-03-01,27,2.0,403.33000000000004,27,24.0,201.66500000000002,0.0,0,0
12805,2010-03-01,25,1.0,266.5,25,9.0,266.5,0.0,0,0
12810,2010-03-01,27,1.0,159.66,27,10.0,159.66,0.0,0,0
12813,2010-03-01,44,1.0,244.2,44,7.0,244.2,0.0,0,0
12820,2010-03-01,5,3.0,854.85,85,49.0,284.95,0.0,0,0
12823,2010-03-01,30,1.0,416.5,30,1.0,416.5,0.0,0,1
12826,2010-03-01,33,1.0,458.20000000000005,72,8.0,458.20000000000005,0.1111111111111111,0,0
12835,2010-03-01,3,15.0,2287.0,87,96.0,152.46666666666667,0.016666666666666666,0,1
12836,2010-03-01,12,3.0,1024.22,89,64.0,341.4066666666667,0.014084507042253521,0,1
12839,2010-03-01,33,4.0,1095.08,83,42.0,273.77,0.08620689655172414,0,1
12840,2010-03-01,23,1.0,150.0,25,11.0,150.0,0.08333333333333333,0,0
12842,2010-03-01,88,1.0,397.20000000000005,88,3.0,397.20000000000005,0.0,1,0
12843,2010-03-01,32,2.0,92.74,77,24.0,46.37,0.0,0,1
12846,2010-03-01,33,1.0,15.58,33,1.0,15.58,0.0,1,0
12848,2010-03-01,26,1.0,208.0,26,16.0,208.0,0.0,1,0
12853,2010-03-01,23,1.0,413.0,23,21.0,413.0,0.0,0,0
12854,2010-03-01,2,3.0,1240.84,79,100.0,413.6133333333333,0.03333333333333333,0,0
12857,2010-03-01,32,1.0,204.60000000000002,34,10.0,204.60000000000002,0.09090909090909091,0,0
12858,2010-03-01,33,0.0,0.0,33,0.0,0.0,1.0,1,0
12860,2010-03-01,44,1.0,55.47,44,16.0,55.47,0.0,1,0
12867,2010-03-01,14,2.0,995.57,74,108.0,497.785,0.0,0,0
12869,2010-03-01,32,1.0,337.66999999999996,32,35.0,337.66999999999996,0.0,1,0
12872,2010-03-01,14,3.0,947.59,87,102.0,315.86333333333334,0.015267175572519083,0,1
12873,2010-03-01,32,1.0,492.4,32,14.0,492.4,0.0,1,0
12875,2010-03-01,48,1.0,305.28,48,2.0,305.28,0.0,0,0
12877,2010-03-01,41,1.0,299.49,41,24.0,299.49,0.0,0,0
12891,2010-03-01,10,1.0,21.0,10,1.0,21.0,0.0,0,1
12896,2010-03-01,81,0.0,0.0,81,0.0,0.0,1.0,1,0
12898,2010-03-01,10,1.0,158.32,10,26.0,158.32,0.0,1,0
12905,2010-03-01,30,1.0,593.66,33,31.0,593.66,0.03125,0,0
12907,2010-03-01,4,0.0,0.0,4,0.0,0.0,1.0,0,0
12909,2010-03-01,4,1.0,284.11,4,20.0,284.11,0.0,0,0
12913,2010-03-01,48,3.0,1220.73,89,13.0,406.91,0.0,0,0
12916,2010-03-01,35,1.0,379.33,35,17.0,379.33,0.0,0,0
12917,2010-03-01,81,1.0,1552.9,81,7.0,1552.9,0.0,0,0
12920,2010-03-01,76,2.0,138.9,76,7.0,69.45,0.0,0,0
12921,2010-03-01,11,7.0,3873.87,89,89.0,553.41,0.056962025316455694,0,1
12924,2010-03-01,76,3.0,280.35,81,11.0,93.45,0.0,0,1
12926,2010-03-01,76,1.0,390.66,76,90.0,390.66,0.0,0,1
12931,2010-03-01,3,7.0,2969.95,89,11.0,424.2785714285714,0.1111111111111111,0,1
12932,2010-03-01,18,1.0,424.71999999999997,18,31.0,424.71999999999997,0.0,0,1
12933,2010-03-01,80,1.0,155.79,80,27.0,155.79,0.06896551724137931,1,0
12934,2010-03-01,87,1.0,181.65,87,2.0,181.65,0.0,1,0
12937,2010-03-01,73,2.0,314.57,87,27.0,157.285,0.0,0,0
12939,2010-03-01,4,2.0,787.5,47,3.0,393.75,0.0,0,0
12941,2010-03-01,75,1.0,377.49,75,27.0,377.49,0.0,1,0
12945,2010-03-01,7,1.0,437.16,7,28.0,437.16,0.0,1,0
12948,2010-03-01,81,2.0,252.48000000000002,88,7.0,126.24000000000001,0.0,1,0
12949,2010-03-01,10,4.0,3669.03,87,113.0,917.2575,0.018518518518518517,0,1
12951,2010-03-01,18,2.0,358.40000000000003,49,20.0,179.20000000000002,0.0,0,1
12956,2010-03-01,35,3.0,413.82,75,23.0,137.94,0.0,1,0
12957,2010-03-01,73,1.0,1107.95,79,50.0,1107.95,0.038461538461538464,0,1
12959,2010-03-01,48,0.0,0.0,48,0.0,0.0,1.0,0,0
12960,2010-03-01,12,1.0,413.67,12,27.0,413.67,0.0,0,0
12970,2010-03-01,86,1.0,260.64,86,70.0,260.64,0.0,1,0
12971,2010-03-01,16,4.0,803.95,75,9.0,200.9875,0.0,0,0
12972,2010-03-01,12,1.0,469.51,12,31.0,469.51,0.0,0,1
12975,2010-03-01,84,1.0,441.63,84,23.0,441.63,0.0,0,0
12976,2010-03-01,16,1.0,377.62,16,29.0,377.62,0.0,0,1
12978,2010-03-01,38,3.0,1447.83,80,87.0,482.60999999999996,0.01020408163265306,0,1
12979,2010-03-01,80,1.0,517.7,80,56.0,517.7,0.017543859649122806,1,0
12980,2010-03-01,6,3.0,2591.28,88,5.0,863.7600000000001,0.0,0,0
12986,2010-03-01,38,1.0,303.87,38,16.0,303.87,0.0,0,1
12987,2010-03-01,39,1.0,282.33,39,16.0,282.33,0.0,0,0
12989,2010-03-01,14,5.0,1050.54,80,7.0,210.108,0.0,0,1
12992,2010-03-01,76,1.0,93.35000000000001,76,6.0,93.35000000000001,0.0,1,0
12993,2010-03-01,10,1.0,169.55,10,10.0,169.55,0.0,0,1
12997,2010-03-01,73,0.0,0.0,73,0.0,0.0,1.0,0,0
12998,2010-03-01,4,1.0,300.2,4,27.0,300.2,0.0,0,0
13000,2010-03-01,76,1.0,497.65000000000003,76,31.0,497.65000000000003,0.0,1,0
13001,2010-03-01,10,3.0,2760.0,87,170.0,920.0,0.004608294930875576,0,1
13004,2010-03-01,9,5.0,1707.7,75,101.0,341.54,0.05426356589147287,0,1
13008,2010-03-01,32,1.0,189.31,74,11.0,189.31,0.15384615384615385,1,0
13009,2010-03-01,23,1.0,234.0,23,4.0,234.0,0.0,1,0
13013,2010-03-01,76,1.0,756.51,76,27.0,756.51,0.0,0,1
13019,2010-03-01,80,2.0,445.3,84,19.0,222.65,0.0,0,0
13020,2010-03-01,10,1.0,448.01,10,28.0,448.01,0.0,0,0
13021,2010-03-01,85,1.0,233.70999999999998,85,14.0,233.70999999999998,0.0,0,1
13025,2010-03-01,82,1.0,323.39,82,13.0,323.39,0.0,1,0
13026,2010-03-01,68,1.0,335.98,77,23.0,335.98,0.041666666666666664,0,1
13027,2010-03-01,16,3.0,1152.0,39,6.0,384.0,0.0,0,1
13036,2010-03-01,35,1.0,307.1,35,6.0,307.1,0.0,1,0
13037,2010-03-01,41,2.0,604.69,87,39.0,302.345,0.04878048780487805,0,1
13039,2010-03-01,73,1.0,162.8,73,8.0,162.8,0.0,0,0
13042,2010-03-01,26,2.0,1022.2,83,122.0,511.1,0.0,0,0
13044,2010-03-01,0,3.0,1289.01,51,124.0,429.67,0.007518796992481203,0,1
13047,2010-03-01,51,2.0,870.28,74,24.0,435.14,0.0,0,1
13048,2010-03-01,32,1.0,394.6,32,21.0,394.6,0.0,0,0
13050,2010-03-01,14,3.0,975.76,75,49.0,325.25333333333333,0.06557377049180328,0,1
13052,2010-03-01,5,1.0,560.97,5,50.0,560.97,0.0,0,0
13054,2010-03-01,33,0.0,0.0,33,0.0,0.0,1.0,1,0
13070,2010-03-01,83,1.0,154.2,88,8.0,154.2,0.2,0,0
13074,2010-03-01,27,2.0,634.0,74,23.0,317.0,0.041666666666666664,0,0
13077,2010-03-01,73,2.0,639.84,79,52.0,319.92,0.0,0,0
13078,2010-03-01,12,8.0,4102.2300000000005,89,45.0,512.7787500000001,0.10101010101010101,0,1
13081,2010-03-01,7,3.0,6973.42,82,252.0,2324.4733333333334,0.03303303303303303,0,1
13082,2010-03-01,68,2.0,192.18,68,3.0,96.09,0.0,0,1
13085,2010-03-01,30,6.0,2017.2,89,33.0,336.2,0.0,1,0
13087,2010-03-01,77,1.0,313.64,77,15.0,313.64,0.0,1,0
13089,2010-03-01,2,17.0,9825.3,88,171.0,577.9588235294117,0.01730103806228374,0,1
13091,2010-03-01,80,2.0,1976.0,82,24.0,988.0,0.7551020408163265,1,0
13092,2010-03-01,12,1.0,448.05,18,22.0,448.05,0.18518518518518517,0,1
13093,2010-03-01,5,9.0,6766.67,86,58.0,751.8522222222223,0.03896103896103896,0,1
13097,2010-03-01,33,4.0,1788.55,89,130.0,447.1375,0.006097560975609756,0,1
13101,2010-03-01,32,1.0,168.54999999999998,32,25.0,168.54999999999998,0.0,0,0
13104,2010-03-01,4,1.0,96.66,4,2.0,96.66,0.0,0,0
13107,2010-03-01,24,1.0,606.3,82,28.0,606.3,0.06666666666666667,0,0
13110,2010-03-01,4,3.0,705.8000000000001,89,49.0,235.26666666666668,0.01694915254237288,0,0
13111,2010-03-01,69,1.0,321.88000000000005,69,12.0,321.88000000000005,0.0,1,0
13112,2010-03-01,82,0.0,0.0,82,0.0,0.0,1.0,0,0
13114,2010-03-01,81,1.0,234.38,81,16.0,234.38,0.0,1,0
13115,2010-03-01,11,0.0,0.0,11,0.0,0.0,1.0,0,0
13119,2010-03-01,19,1.0,134.9,19,11.0,134.9,0.0,1,0
13131,2010-03-01,19,1.0,651.41,19,36.0,651.41,0.0,0,0
13136,2010-03-01,33,1.0,549.09,82,27.0,549.09,0.1,0,0
13141,2010-03-01,23,3.0,1731.78,81,74.0,577.26,0.02564102564102564,0,1
13148,2010-03-01,3,3.0,1171.94,83,75.0,390.6466666666667,0.11320754716981132,0,1
13152,2010-03-01,7,2.0,810.82,45,46.0,405.41,0.04,0,0
13154,2010-03-01,86,1.0,337.1,86,18.0,337.1,0.0,0,0
13156,2010-03-01,19,2.0,1239.6,27,77.0,619.8,0.0,1,0
13162,2010-03-01,26,5.0,3519.71,86,61.0,703.942,0.0,0,1
13163,2010-03-01,7,0.0,0.0,7,0.0,0.0,1.0,0,0
13164,2010-03-01,18,1.0,275.8,18,7.0,275.8,0.0,0,0
13173,2010-03-01,27,4.0,793.94,80,44.0,198.485,0.0196078431372549,0,1
13174,2010-03-01,31,3.0,1547.17,86,106.0,515.7233333333334,0.0,0,1
13175,2010-03-01,80,1.0,319.15,86,20.0,319.15,0.09090909090909091,0,0
13178,2010-03-01,6,3.0,1912.34,74,83.0,637.4466666666666,0.01694915254237288,0,1
13190,2010-03-01,28,2.0,362.05,83,10.0,181.025,0.08333333333333333,0,0
13191,2010-03-01,9,1.0,164.69,9,58.0,164.69,0.0,1,0
13192,2010-03-01,25,1.0,724.92,37,44.0,724.92,0.043478260869565216,0,0
13199,2010-03-01,6,5.0,848.1800000000001,85,6.0,169.63600000000002,0.0,0,1
13202,2010-03-01,81,1.0,320.2,81,8.0,320.2,0.0,0,1
13203,2010-03-01,73,1.0,339.9,73,19.0,339.9,0.0,0,1
13204,2010-03-01,82,1.0,966.6600000000001,82,57.0,966.6600000000001,0.0,1,0
13206,2010-03-01,10,7.0,5044.23,83,271.0,720.6042857142857,0.008333333333333333,0,1
13208,2010-03-01,87,1.0,61.12,87,16.0,61.12,0.0,0,0
13209,2010-03-01,35,1.0,257.3,35,7.0,257.3,0.0,0,1
13211,2010-03-01,84,1.0,235.84,84,15.0,235.84,0.16666666666666666,0,1
13217,2010-03-01,6,1.0,132.5,6,1.0,132.5,0.0,1,0
13223,2010-03-01,16,1.0,216.60000000000002,16,2.0,216.60000000000002,0.0,0,0
13225,2010-03-01,13,3.0,3147.09,73,31.0,1049.03,0.0,0,1
13233,2010-03-01,45,1.0,290.63,45,17.0,290.63,0.0,1,0
13234,2010-03-01,23,2.0,356.95,83,56.0,178.475,0.0,1,0
13240,2010-03-01,3,2.0,155.29999999999998,3,24.0,77.64999999999999,0.04,0,0
13242,2010-03-01,19,1.0,117.0,19,6.0,117.0,0.0,0,0
13249,2010-03-01,35,1.0,76.4,35,2.0,76.4,0.0,0,1
13253,2010-03-01,54,1.0,974.39,54,25.0,974.39,0.0,1,0
13259,2010-03-01,27,3.0,475.58,49,82.0,158.52666666666667,0.0,0,0
13266,2010-03-01,73,1.0,295.55,73,11.0,295.55,0.0,0,1
13267,2010-03-01,30,4.0,1389.54,83,50.0,347.385,0.0,0,1
13269,2010-03-01,3,5.0,938.22,88,45.0,187.644,0.0,0,0
13287,2010-03-01,5,2.0,486.90999999999997,55,30.0,243.45499999999998,0.08333333333333333,0,0
13288,2010-03-01,3,2.0,548.64,17,1.0,274.32,0.0,0,0
13289,2010-03-01,74,1.0,307.95,74,16.0,307.95,0.0,1,0
13291,2010-03-01,17,1.0,179.37,17,23.0,179.37,0.0,0,0
13293,2010-03-01,19,1.0,236.6,89,16.0,236.6,0.058823529411764705,0,1
13304,2010-03-01,12,1.0,307.85,20,17.0,307.85,0.22727272727272727,0,0
13313,2010-03-01,34,3.0,695.99,88,39.0,231.99666666666667,0.025,0,1
13315,2010-03-01,40,1.0,310.26,40,22.0,310.26,0.0,1,0
13317,2010-03-01,3,2.0,944.87,77,45.0,472.435,0.07017543859649122,0,0
13319,2010-03-01,5,9.0,3106.06,84,90.0,345.11777777777775,0.044444444444444446,0,1
13327,2010-03-01,33,3.0,1392.82,72,55.0,464.2733333333333,0.0,0,1
13329,2010-03-01,86,1.0,334.65,86,19.0,334.65,0.0,0,0
13330,2010-03-01,5,1.0,638.57,5,24.0,638.57,0.0,0,0
13333,2010-03-01,9,1.0,162.18,9,12.0,162.18,0.0,1,0
13334,2010-03-01,3,1.0,1191.6200000000001,3,94.0,1191.6200000000001,0.010416666666666666,0,0
13338,2010-03-01,45,1.0,757.1,54,43.0,757.1,0.1568627450980392,0,0
13340,2010-03-01,6,2.0,6045.54,6,37.0,3022.77,0.0,0,1
13360,2010-03-01,45,2.0,715.15,51,22.0,357.575,0.14814814814814814,0,0
13373,2010-03-01,84,1.0,748.42,84,35.0,748.42,0.0,0,1
13381,2010-03-01,12,2.0,980.39,89,52.0,490.195,0.037037037037037035,0,0
13382,2010-03-01,82,1.0,255.04,82,16.0,255.04,0.0,0,1
13392,2010-03-01,28,1.0,91.14,28,8.0,91.14,0.0,1,0
13393,2010-03-01,6,3.0,888.37,83,46.0,296.12333333333333,0.0,0,0
13394,2010-03-01,10,4.0,1619.41,89,75.0,404.8525,0.030303030303030304,0,0
13397,2010-03-01,12,2.0,716.14,39,20.0,358.07,0.0,0,0
13403,2010-03-01,74,1.0,78.6,74,3.0,78.6,0.0,1,0
13405,2010-03-01,75,1.0,146.45999999999998,75,3.0,146.45999999999998,0.0,0,0
13407,2010-03-01,12,1.0,1384.02,12,54.0,1384.02,0.0,0,0
13408,2010-03-01,3,12.0,7104.152,86,92.0,592.0126666666666,0.025210084033613446,0,1
13410,2010-03-01,46,2.0,682.9200000000001,82,7.0,341.46000000000004,0.125,1,0
13413,2010-03-01,0,2.0,192.73,38,7.0,96.365,0.0,0,1
13414,2010-03-01,82,0.0,0.0,82,0.0,0.0,1.0,0,0
13415,2010-03-01,79,1.0,483.42,79,70.0,483.42,0.0,0,1
13416,2010-03-01,87,1.0,228.3,87,7.0,228.3,0.0,1,0
13417,2010-03-01,20,1.0,604.1,20,30.0,604.1,0.0,0,0
13418,2010-03-01,79,1.0,811.76,79,20.0,811.76,0.0,0,1
13421,2010-03-01,14,3.0,819.49,14,64.0,273.16333333333336,0.0136986301369863,0,0
13426,2010-03-01,74,2.0,942.27,81,34.0,471.135,0.0,0,1
13427,2010-03-01,73,1.0,96.0,73,6.0,96.0,0.0,0,0
13431,2010-03-01,10,1.0,293.45,10,18.0,293.45,0.0,0,0
13433,2010-03-01,47,1.0,95.19999999999999,47,2.0,95.19999999999999,0.0,0,0
13434,2010-03-01,6,1.0,339.18,6,13.0,339.18,0.0,1,0
13442,2010-03-01,18,3.0,419.87,89,33.0,139.95666666666668,0.0,1,0
13443,2010-03-01,28,1.0,229.76999999999998,28,18.0,229.76999999999998,0.0,0,0
13446,2010-03-01,3,1.0,541.19,14,34.0,541.19,0.02857142857142857,0,1
13448,2010-03-01,31,3.0,1649.4,84,103.0,549.8000000000001,0.0,0,0
13455,2010-03-01,30,2.0,431.65,81,23.0,215.825,0.14285714285714285,0,0
13457,2010-03-01,39,2.0,148.22,88,9.0,74.11,0.18181818181818182,1,0
13459,2010-03-01,33,1.0,630.79,33,40.0,630.79,0.0,0,1
13462,2010-03-01,40,2.0,377.52,76,25.0,188.76,0.0,0,1
13468,2010-03-01,12,8.0,2173.88,87,88.0,271.735,0.05042016806722689,0,1
13469,2010-03-01,4,1.0,82.4,4,6.0,82.4,0.0,1,0
13473,2010-03-01,75,1.0,388.74,75,9.0,388.74,0.0,0,1
13477,2010-03-01,34,1.0,422.70000000000005,34,28.0,422.70000000000005,0.0,0,0
13478,2010-03-01,25,1.0,386.19,28,25.0,386.19,0.038461538461538464,0,1
13480,2010-03-01,30,1.0,493.94,30,31.0,493.94,0.0,1,0
13481,2010-03-01,86,1.0,311.2,86,16.0,311.2,0.0,0,1
13485,2010-03-01,82,2.0,204.70000000000002,87,10.0,102.35000000000001,0.0,0,0
13487,2010-03-01,85,1.0,103.95,85,6.0,103.95,0.0,0,0
13488,2010-03-01,34,1.0,350.73,34,20.0,350.73,0.0,0,0
13490,2010-03-01,5,1.0,154.25,5,8.0,154.25,0.0,1,0
13491,2010-03-01,24,5.0,1227.39,83,46.0,245.478,0.0,0,1
13495,2010-03-01,74,2.0,819.91,83,16.0,409.955,0.047619047619047616,0,1
13497,2010-03-01,20,1.0,216.95000000000002,20,8.0,216.95000000000002,0.0,0,1
13498,2010-03-01,81,1.0,327.38,81,17.0,327.38,0.0,1,0
13503,2010-03-01,12,2.0,931.02,12,117.0,465.51,0.0072992700729927005,0,0
13510,2010-03-01,10,2.0,655.58,76,39.0,327.79,0.06818181818181818,0,0
13511,2010-03-01,27,1.0,282.76,27,5.0,282.76,0.0,1,0
13513,2010-03-01,6,1.0,299.64,6,13.0,299.64,0.0,1,0
13514,2010-03-01,33,1.0,346.3,33,10.0,346.3,0.0,0,0
13520,2010-03-01,17,2.0,1067.08,73,29.0,533.54,0.0,0,0
13526,2010-03-01,89,2.0,1182.0,89,29.0,591.0,0.18518518518518517,1,0
13527,2010-03-01,35,2.0,784.59,38,77.0,392.295,0.011235955056179775,0,0
13528,2010-03-01,33,0.0,0.0,33,0.0,0.0,1.0,1,0
13531,2010-03-01,87,1.0,311.7,87,15.0,311.7,0.0,0,0
13538,2010-03-01,7,2.0,803.54,26,43.0,401.77,0.0,1,0
13540,2010-03-01,6,2.0,369.25,6,20.0,184.625,0.0,1,0
13542,2010-03-01,0,5.0,973.15,80,34.0,194.63,0.0,0,1
