customer_id,age,gender,city,state,loyalty_tier,preferred_category,acquisition_channel,email_opt_in,push_opt_in,price_sensitivity_score,digital_engagement_score,tenure_days,is_new_customer,lifetime_orders,lifetime_revenue,avg_order_value,total_discount,avg_discount,days_since_last_purchase,purchase_span_days,orders_per_active_month,orders_30d,revenue_30d,orders_90d,revenue_90d,orders_180d,revenue_180d,favorite_category_by_spend,favorite_category_spend,categories_purchased,marketing_touches,email_opens,marketing_clicks,marketing_conversions_7d,avg_offer_pct,marketing_cost,open_rate,click_rate,marketing_conversion_rate,sessions_lifetime,avg_events_per_session,avg_session_minutes,product_view_sessions,review_view_sessions,cart_sessions,checkout_sessions,web_purchase_sessions,days_since_last_session,session_conversion_rate,cart_to_purchase_rate,support_tickets,avg_resolution_hours,avg_csat,unresolved_tickets,snapshot_date,purchase_label_30d,churn_label_180d,future_revenue_180d
C00041,67,Male,Boulder,CO,Gold,Sports,Paid Social,1,1,0.209,0.683,146,0,1,859.89,859.89,32.94,32.94,75,0,1.0,0.0,0.0,1.0,859.89,1.0,859.89,Baby,799.9,1,2.0,1.0,0.0,0.0,15.0,0.86,0.5,0.0,0.0,2.0,5.0,7.783333333333333,1.0,0.0,1.0,1.0,1.0,31.0,0.5,1.0,0.0,0.0,0.0,0.0,2025-01-01,1,0,1545.62
C00045,58,Non-binary,Orlando,FL,Unknown,Baby,Affiliate,1,1,0.437,0.815,289,0,1,61.39,61.39,3.83,3.83,269,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Baby,57.11,1,3.0,1.0,0.0,0.0,11.666666666666666,1.575,0.3333333333333333,0.0,0.0,2.0,6.5,12.216666666666667,2.0,2.0,1.0,1.0,1.0,197.0,0.5,1.0,0.0,0.0,0.0,0.0,2025-01-01,1,0,353.45000000000005
C00050,51,Female,Buffalo,NY,Silver,Baby,Affiliate,1,1,0.535,0.708,182,0,2,247.55,123.775,23.68,11.84,30,22,2.0,1.0,22.75,2.0,247.55,2.0,247.55,Baby,223.78,1,2.0,1.0,1.0,0.0,12.5,0.02,0.5,0.5,0.0,4.0,2.5,3.025,1.0,1.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-01-01,0,0,252.97
C00051,46,Prefer not to say,Orlando,FL,Unknown,Beauty,Referral,1,1,0.288,0.326,200,0,1,642.9,642.9,77.57,77.57,144,0,1.0,0.0,0.0,0.0,0.0,1.0,642.9,Sports,598.05,1,2.0,2.0,0.0,0.0,10.0,2.4,1.0,0.0,0.0,3.0,4.333333333333333,5.922222222222222,2.0,2.0,2.0,0.0,0.0,39.0,0.0,0.0,1.0,42.7,4.0,0.0,2025-01-01,0,0,835.11
C00052,71,Prefer not to say,New York,NY,Unknown,Beauty,Paid Search,1,0,0.481,0.323,201,0,2,1094.33,547.165,126.94999999999999,63.474999999999994,155,30,2.0,0.0,0.0,0.0,0.0,1.0,219.88,Beauty,1017.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,7.366666666666667,2.0,1.0,1.0,1.0,1.0,10.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,2025-01-01,1,0,1284.02
C00053,71,Prefer not to say,Boston,MA,Platinum,Grocery,Direct,1,1,0.411,0.855,339,0,6,2290.63,381.7716666666667,341.59,56.931666666666665,143,182,0.989010989010989,0.0,0.0,0.0,0.0,3.0,938.22,Grocery,1100.75,5,7.0,4.0,1.0,0.0,11.428571428571429,5.975,0.5714285714285714,0.14285714285714285,0.0,9.0,5.0,9.781481481481482,5.0,4.0,6.0,4.0,4.0,127.0,0.4444444444444444,0.6666666666666666,0.0,0.0,0.0,0.0,2025-01-01,0,0,938.2600000000001
C00054,68,Prefer not to say,San Jose,CA,Silver,Beauty,Organic Search,1,1,0.511,0.85,285,0,6,2609.75,434.9583333333333,312.16999999999996,52.02833333333333,34,218,0.8256880733944955,0.0,0.0,2.0,120.5,3.0,438.16,Beauty,1942.57,4,4.0,2.0,1.0,0.0,0.0,3.79,0.5,0.25,0.0,7.0,5.285714285714286,8.257142857142858,5.0,5.0,4.0,2.0,2.0,13.0,0.2857142857142857,0.5,1.0,10.7,5.0,0.0,2025-01-01,0,0,588.99
C00062,63,Prefer not to say,Seattle,WA,Unknown,Baby,Direct,0,0,0.241,0.769,246,0,4,1683.75,420.9375,138.1,34.525,48,195,0.6153846153846154,0.0,0.0,2.0,627.76,2.0,627.76,Baby,810.22,4,2.0,1.0,0.0,0.0,22.5,2.2199999999999998,0.5,0.0,0.0,4.0,3.0,4.275,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.7,4.0,0.0,2025-01-01,0,1,0.0
C00068,38,Male,Phoenix,AZ,Gold,Baby,Referral,0,1,0.471,0.733,119,0,1,200.14,200.14,39.71,39.71,13,0,1.0,1.0,200.14,1.0,200.14,1.0,200.14,Beauty,186.18,1,1.0,0.0,0.0,0.0,20.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-01-01,1,0,720.14
C00069,72,Female,Scottsdale,AZ,Platinum,Sports,Paid Search,0,0,0.671,0.256,51,1,4,825.74,206.435,158.62,39.655,13,34,3.5294117647058822,2.0,336.78,4.0,825.74,4.0,825.74,Sports,579.22,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,6.322222222222223,2.0,2.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-01-01,0,0,1691.81
C00075,63,Female,Buffalo,NY,Unknown,Baby,Referral,1,0,0.528,0.778,71,1,2,602.9399999999999,301.46999999999997,67.91,33.955,42,26,2.0,0.0,0.0,2.0,602.9399999999999,2.0,602.9399999999999,Baby,228.85,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,8.633333333333333,0.0,0.0,1.0,1.0,1.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,2025-01-01,1,0,1497.18
C00076,44,Non-binary,Buffalo,NY,Unknown,Apparel,Organic Search,1,1,0.234,0.582,147,0,1,473.47,473.47,45.77,45.77,18,0,1.0,1.0,473.47,1.0,473.47,1.0,473.47,Apparel,288.06,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.428571428571429,7.288095238095238,4.0,2.0,3.0,2.0,2.0,7.0,0.2857142857142857,0.6666666666666666,0.0,0.0,0.0,0.0,2025-01-01,0,0,163.63
C00086,33,Non-binary,Denver,CO,Gold,Electronics,Direct,1,1,0.416,0.431,127,0,2,599.52,299.76,100.0,50.0,22,43,1.3953488372093024,1.0,219.26,2.0,599.52,2.0,599.52,Electronics,491.96000000000004,2,1.0,0.0,0.0,0.0,20.0,0.72,0.0,0.0,0.0,1.0,3.0,3.433333333333333,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,1.0,23.0,4.0,0.0,2025-01-01,0,0,243.65
C00089,48,Male,Boston,MA,Unknown,Electronics,Referral,0,1,0.623,0.949,92,0,1,959.79,959.79,179.7,179.7,40,0,1.0,0.0,0.0,1.0,959.79,1.0,959.79,Pet,635.78,2,3.0,1.0,0.0,1.0,8.333333333333334,2.42,0.3333333333333333,0.0,0.3333333333333333,4.0,5.0,8.15,2.0,2.0,3.0,2.0,2.0,3.0,0.5,0.6666666666666666,0.0,0.0,0.0,0.0,2025-01-01,0,1,0.0
C00090,20,Male,Boston,MA,Silver,Grocery,Organic Search,1,0,0.232,0.853,77,1,2,514.53,257.265,64.85,32.425,56,9,2.0,0.0,0.0,2.0,514.53,2.0,514.53,Home,251.73,3,1.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,2.0,3.5,4.633333333333334,1.0,1.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-01-01,1,0,279.07
C00092,31,Prefer not to say,Boulder,CO,Silver,Electronics,Organic Search,1,0,0.805,0.738,223,0,1,272.45,272.45,56.0,56.0,137,0,1.0,0.0,0.0,0.0,0.0,1.0,272.45,Beauty,253.44,1,1.0,0.0,0.0,0.0,15.0,0.005,0.0,0.0,0.0,3.0,4.666666666666667,7.4444444444444455,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-01-01,0,0,474.98
C00094,66,Female,New York,NY,Unknown,Apparel,Referral,1,1,0.495,0.579,120,0,1,227.15,227.15,29.1,29.1,94,0,1.0,0.0,0.0,0.0,0.0,1.0,227.15,Sports,211.3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.25,8.620833333333334,4.0,3.0,2.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-01-01,1,0,717.6700000000001
C00095,74,Prefer not to say,San Francisco,CA,Unknown,Home,Organic Search,0,0,0.332,0.769,309,0,1,140.91,140.91,28.47,28.47,141,0,1.0,0.0,0.0,0.0,0.0,1.0,140.91,Home,131.08,1,5.0,2.0,1.0,1.0,12.0,3.265,0.4,0.2,0.2,8.0,4.0,5.9875,5.0,3.0,1.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-01-01,0,1,0.0
C00100,44,Non-binary,Boulder,CO,Unknown,Pet,Organic Search,1,0,0.604,0.829,280,0,1,118.16,118.16,6.88,6.88,163,0,1.0,0.0,0.0,0.0,0.0,1.0,118.16,Pet,109.92,1,2.0,2.0,1.0,0.0,20.0,3.0,1.0,0.5,0.0,7.0,5.428571428571429,9.309523809523808,5.0,3.0,5.0,3.0,3.0,11.0,0.42857142857142855,0.6,0.0,0.0,0.0,0.0,2025-01-01,0,0,485.86
C00103,23,Female,Seattle,WA,Unknown,Sports,Direct,1,1,0.422,0.487,119,0,1,1116.37,1116.37,185.15,185.15,67,0,1.0,0.0,0.0,1.0,1116.37,1.0,1116.37,Sports,802.71,2,1.0,0.0,0.0,0.0,20.0,0.005,0.0,0.0,0.0,3.0,4.0,5.627777777777777,2.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-01-01,0,1,0.0
C00105,22,Non-binary,Austin,TX,Unknown,Beauty,Direct,1,0,0.261,0.36,279,0,2,320.52,160.26,54.34,27.17,23,233,0.2575107296137339,1.0,262.71,1.0,262.71,1.0,262.71,Beauty,244.37,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.5,1.0,1.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-01-01,0,1,0.0
C00112,26,Male,Phoenix,AZ,Unknown,Home,Organic Search,1,1,0.471,0.421,277,0,2,446.55,223.275,55.550000000000004,27.775000000000002,177,100,0.6,0.0,0.0,0.0,0.0,1.0,310.56,Apparel,288.89,2,3.0,0.0,0.0,0.0,10.0,3.7199999999999998,0.0,0.0,0.0,4.0,3.5,4.9375,2.0,1.0,1.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-01-01,1,0,42.36
C00122,22,Non-binary,Tacoma,WA,Gold,Home,Direct,0,1,0.32,0.29,210,0,3,664.41,221.47,53.94,17.98,82,83,1.0843373493975903,0.0,0.0,1.0,208.12,3.0,664.41,Baby,270.19,4,1.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,2.0,5.5,10.658333333333333,1.0,1.0,1.0,1.0,1.0,39.0,0.5,1.0,0.0,0.0,0.0,0.0,2025-01-01,0,0,789.3199999999999
C00124,28,Non-binary,Austin,TX,Unknown,Electronics,Paid Social,1,0,0.396,0.889,91,0,1,49.23,49.23,0.28,0.28,65,0,1.0,0.0,0.0,1.0,49.23,1.0,49.23,Electronics,39.29,1,2.0,2.0,1.0,0.0,10.0,2.35,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-01-01,0,0,313.51
C00129,38,Prefer not to say,Charlotte,NC,Unknown,Sports,Affiliate,1,0,0.7,0.826,290,0,1,1210.53,1210.53,210.84,210.84,5,0,1.0,1.0,1210.53,1.0,1210.53,1.0,1210.53,Sports,773.17,2,3.0,2.0,2.0,0.0,15.0,4.5,0.6666666666666666,0.6666666666666666,0.0,5.0,5.0,8.736666666666666,2.0,2.0,2.0,2.0,2.0,30.0,0.4,1.0,0.0,0.0,0.0,0.0,2025-01-01,0,0,462.69
C00133,30,Male,Miami,FL,Silver,Baby,Referral,1,1,0.676,0.734,147,0,1,60.14,60.14,14.19,14.19,142,0,1.0,0.0,0.0,0.0,0.0,1.0,60.14,Grocery,49.44,1,4.0,2.0,2.0,1.0,20.0,2.06,0.5,0.5,0.25,2.0,3.0,4.083333333333333,1.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-01-01,0,0,615.96
C00141,56,Prefer not to say,Chicago,IL,Gold,Sports,Organic Search,1,1,0.083,0.541,291,0,8,2402.53,300.31625,122.03999999999999,15.254999999999999,1,264,0.9090909090909091,3.0,1011.7700000000001,5.0,1417.0,7.0,2067.27,Sports,1476.73,3,5.0,3.0,1.0,1.0,12.0,3.6149999999999998,0.6,0.2,0.2,3.0,4.666666666666667,8.744444444444445,2.0,0.0,1.0,1.0,1.0,64.0,0.3333333333333333,1.0,1.0,6.1,4.0,0.0,2025-01-01,0,0,985.56
C00143,41,Male,Dallas,TX,Silver,Home,Organic Search,1,1,0.398,0.525,68,1,1,107.91,107.91,30.39,30.39,35,0,1.0,0.0,0.0,1.0,107.91,1.0,107.91,Home,100.38,1,2.0,1.0,1.0,0.0,10.0,2.2199999999999998,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-01-01,0,1,0.0
C00144,71,Prefer not to say,Tacoma,WA,Unknown,Beauty,Affiliate,1,0,0.868,0.547,135,0,1,196.25,196.25,51.07,51.07,70,0,1.0,0.0,0.0,1.0,196.25,1.0,196.25,Beauty,182.56,1,2.0,2.0,1.0,0.0,10.0,2.7,1.0,0.5,0.0,2.0,3.0,4.666666666666667,1.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-01-01,0,1,0.0
C00152,55,Female,New York,NY,Silver,Apparel,Affiliate,0,0,0.734,0.411,358,0,3,463.78,154.59333333333333,82.83,27.61,69,174,0.5172413793103449,0.0,0.0,1.0,32.77,2.0,92.7,Home,128.12,4,1.0,0.0,0.0,0.0,5.0,0.85,0.0,0.0,0.0,2.0,4.0,4.058333333333334,2.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-01-01,0,0,332.71
C00154,63,Male,Raleigh,NC,Silver,Grocery,Direct,1,0,0.516,0.521,308,0,1,73.66,73.66,12.58,12.58,185,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Baby,68.52,1,2.0,0.0,0.0,0.0,15.0,0.855,0.0,0.0,0.0,7.0,5.571428571428571,8.307142857142857,5.0,4.0,4.0,3.0,3.0,45.0,0.42857142857142855,0.75,0.0,0.0,0.0,0.0,2025-01-01,0,0,358.57
C00157,39,Male,Orlando,FL,Gold,Pet,Direct,1,1,0.182,0.592,311,0,7,2291.8,327.40000000000003,136.26,19.465714285714284,81,176,1.1931818181818183,0.0,0.0,2.0,553.64,5.0,1646.7199999999998,Pet,1489.6299999999999,5,4.0,1.0,1.0,1.0,8.75,2.645,0.25,0.25,0.25,7.0,3.5714285714285716,5.3999999999999995,4.0,3.0,1.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-01-01,0,0,551.65
C00164,35,Female,Tacoma,WA,Silver,Grocery,Paid Social,1,1,0.248,0.333,326,0,4,1051.61,262.9025,75.97,18.9925,12,255,0.47058823529411764,2.0,170.72,3.0,371.11,3.0,371.11,Home,541.49,2,1.0,1.0,1.0,0.0,25.0,1.2,1.0,1.0,0.0,4.0,3.5,4.783333333333333,2.0,2.0,0.0,0.0,0.0,152.0,0.0,0.0,1.0,12.2,3.0,0.0,2025-01-01,0,0,393.17
C00168,68,Non-binary,Phoenix,AZ,Silver,Baby,Direct,1,0,0.3,0.503,286,0,4,1033.4099999999999,258.35249999999996,62.06,15.515,30,242,0.49586776859504134,1.0,139.5,2.0,429.77,2.0,429.77,Home,270.02,5,3.0,0.0,0.0,0.0,13.333333333333334,1.21,0.0,0.0,0.0,6.0,4.166666666666667,9.200000000000001,2.0,2.0,3.0,2.0,2.0,93.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,2025-01-01,1,0,210.33999999999997
C00171,70,Male,Phoenix,AZ,Platinum,Electronics,Referral,1,1,0.482,0.614,229,0,6,1212.88,202.14666666666668,190.07,31.67833333333333,60,158,1.139240506329114,0.0,0.0,2.0,375.49,2.0,375.49,Electronics,837.15,3,2.0,1.0,0.0,0.0,12.5,1.21,0.5,0.0,0.0,1.0,3.0,2.316666666666667,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-01-01,0,0,973.7
C00176,56,Female,Houston,TX,Gold,Beauty,Affiliate,1,1,0.239,0.903,185,0,1,598.41,598.41,54.28,54.28,77,0,1.0,0.0,0.0,1.0,598.41,1.0,598.41,Beauty,425.32,2,1.0,1.0,1.0,0.0,5.0,1.5,1.0,1.0,0.0,4.0,6.0,9.241666666666667,2.0,2.0,3.0,3.0,3.0,3.0,0.75,1.0,0.0,0.0,0.0,0.0,2025-01-01,1,0,513.26
C00188,31,Non-binary,Scottsdale,AZ,Gold,Beauty,Referral,0,0,0.705,0.654,223,0,1,157.85,157.85,45.63,45.63,171,0,1.0,0.0,0.0,0.0,0.0,1.0,157.85,Beauty,146.84,1,3.0,0.0,0.0,0.0,16.666666666666668,2.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-01-01,0,0,387.09000000000003
C00189,76,Male,Naperville,IL,Gold,Apparel,Paid Social,1,1,0.438,0.647,326,0,3,732.12,244.04,83.44,27.813333333333333,62,63,1.4285714285714286,0.0,0.0,2.0,420.47,3.0,732.12,Apparel,425.6,2,2.0,0.0,0.0,0.0,15.0,1.5699999999999998,0.0,0.0,0.0,5.0,4.8,7.863333333333334,4.0,3.0,1.0,1.0,1.0,1.0,0.2,1.0,0.0,0.0,0.0,0.0,2025-01-01,0,0,362.98
C00195,55,Non-binary,Tacoma,WA,Unknown,Sports,Affiliate,1,1,0.581,0.913,281,0,1,758.4,758.4,91.02,91.02,263,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Home,490.19000000000005,2,3.0,2.0,1.0,0.0,15.0,1.575,0.6666666666666666,0.3333333333333333,0.0,4.0,3.0,3.775,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-01-01,0,0,621.04
C00196,43,Male,Boston,MA,Unknown,Sports,Direct,1,0,0.719,0.525,84,1,1,223.17,223.17,40.57,40.57,43,0,1.0,0.0,0.0,1.0,223.17,1.0,223.17,Sports,207.6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,13.583333333333334,1.0,1.0,1.0,1.0,1.0,62.0,1.0,1.0,0.0,0.0,0.0,0.0,2025-01-01,1,0,142.19
C00197,70,Male,Dallas,TX,Gold,Sports,Affiliate,1,1,0.612,0.187,201,0,2,544.19,272.095,98.55000000000001,49.275000000000006,6,178,0.33707865168539325,1.0,95.47,1.0,95.47,1.0,95.47,Sports,417.40999999999997,2,4.0,0.0,0.0,0.0,18.75,4.21,0.0,0.0,0.0,2.0,3.0,2.1666666666666665,1.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-01-01,1,0,1243.25
C00198,29,Prefer not to say,Naperville,IL,Gold,Electronics,Organic Search,1,0,0.678,0.833,139,0,2,187.66000000000003,93.83000000000001,16.45,8.225,28,108,0.5555555555555556,1.0,157.08,1.0,157.08,2.0,187.66000000000003,Baby,146.12,2,5.0,2.0,2.0,0.0,11.0,3.8,0.4,0.4,0.0,4.0,3.0,4.095833333333333,1.0,1.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-01-01,0,0,241.35
C00008,56,Female,Charlotte,NC,Unknown,Sports,Paid Social,1,0,0.755,0.458,78,1,2,1339.65,669.825,303.54999999999995,151.77499999999998,44,15,2.0,0.0,0.0,2.0,1339.65,2.0,1339.65,Sports,1246.19,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.3,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-01,0,0,352.9
C00014,23,Male,Seattle,WA,Unknown,Baby,Affiliate,1,1,0.251,0.454,345,0,1,131.33,131.33,16.66,16.66,266,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Home,122.17,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.5,11.7125,3.0,2.0,3.0,3.0,3.0,26.0,0.75,1.0,0.0,0.0,0.0,0.0,2025-02-01,0,0,1269.83
C00016,68,Male,Boulder,CO,Platinum,Electronics,Organic Search,1,0,0.466,0.649,220,0,3,799.2,266.40000000000003,170.94,56.98,76,31,2.9032258064516125,0.0,0.0,1.0,114.42,3.0,799.2,Electronics,257.9,4,2.0,2.0,2.0,0.0,15.0,1.7,1.0,1.0,0.0,1.0,4.0,5.833333333333333,0.0,0.0,1.0,1.0,1.0,71.0,1.0,1.0,0.0,0.0,0.0,0.0,2025-02-01,0,1,0.0
