customer_id,age,gender,city,state,loyalty_tier,preferred_category,acquisition_channel,email_opt_in,push_opt_in,price_sensitivity_score,digital_engagement_score,tenure_days,is_new_customer,lifetime_orders,lifetime_revenue,avg_order_value,total_discount,avg_discount,days_since_last_purchase,purchase_span_days,orders_per_active_month,orders_30d,revenue_30d,orders_90d,revenue_90d,orders_180d,revenue_180d,favorite_category_by_spend,favorite_category_spend,categories_purchased,marketing_touches,email_opens,marketing_clicks,marketing_conversions_7d,avg_offer_pct,marketing_cost,open_rate,click_rate,marketing_conversion_rate,sessions_lifetime,avg_events_per_session,avg_session_minutes,product_view_sessions,review_view_sessions,cart_sessions,checkout_sessions,web_purchase_sessions,days_since_last_session,session_conversion_rate,cart_to_purchase_rate,support_tickets,avg_resolution_hours,avg_csat,unresolved_tickets,churn_label_180d,purchase_propensity_label_30d
C00051,46,Prefer not to say,Orlando,FL,Unknown,Beauty,Referral,1,1,0.288,0.326,746,0,5.0,1766.04,353.20799999999997,226.69,45.338,22.0,668.0,0.22455089820359284,1.0,198.98,2.0,288.03,2.0,288.03,Beauty,776.84,3.0,4,2,0,0,11.25,4.32,0.5,0.0,0.0,9,3.888888888888889,6.546296296296296,4,4,4,1,1,14,0.1111111111111111,0.25,1.0,42.7,4.0,0.0,0,0
C00052,71,Prefer not to say,New York,NY,Unknown,Beauty,Paid Search,1,0,0.481,0.323,747,0,5.0,3476.8,695.36,435.65,87.13,273.0,458.0,0.32751091703056767,0.0,0.0,0.0,0.0,0.0,0.0,Beauty,2091.99,4.0,7,2,1,0,10.0,4.24,0.2857142857142857,0.14285714285714285,0.0,7,4.0,5.557142857142857,4,2,2,1,1,6,0.14285714285714285,0.5,0.0,0.0,0.0,0.0,1,0
C00053,71,Prefer not to say,Boston,MA,Platinum,Grocery,Direct,1,1,0.411,0.855,885,0,14.0,4083.89,291.70642857142855,666.19,47.585,12.0,859.0,0.4889406286379511,1.0,224.09,1.0,224.09,2.0,276.1,Grocery,1492.07,6.0,12,8,2,0,14.166666666666666,7.205,0.6666666666666666,0.16666666666666666,0.0,16,5.0625,8.742708333333333,10,8,9,6,6,34,0.375,0.6666666666666666,2.0,7.050000000000001,4.5,0.0,0,1
C00054,68,Prefer not to say,San Jose,CA,Silver,Beauty,Organic Search,1,1,0.511,0.85,831,0,15.0,4883.6900000000005,325.57933333333335,550.51,36.70066666666666,31.0,767.0,0.5867014341590613,0.0,0.0,2.0,429.5,3.0,652.69,Beauty,2839.65,5.0,9,4,2,0,4.444444444444445,8.55,0.4444444444444444,0.2222222222222222,0.0,17,4.588235294117647,7.277450980392157,11,10,6,3,3,163,0.17647058823529413,0.5,1.0,10.7,5.0,0.0,0,1
C00055,52,Female,San Francisco,CA,Unknown,Pet,Referral,1,1,0.588,0.738,364,0,1.0,478.27,478.27,80.68,80.68,17.0,0.0,1.0,1.0,478.27,1.0,478.27,1.0,478.27,Pet,444.9,1.0,4,1,1,0,12.5,3.855,0.25,0.25,0.0,16,4.1875,6.611458333333333,10,7,5,1,1,38,0.0625,0.2,0.0,0.0,0.0,0.0,0,1
C00056,52,Non-binary,Seattle,WA,Unknown,Grocery,Direct,1,0,0.541,0.797,530,0,2.0,535.26,267.63,47.54,23.77,288.0,139.0,0.4316546762589928,0.0,0.0,0.0,0.0,0.0,0.0,Electronics,326.26,2.0,7,1,0,0,14.285714285714286,3.385,0.14285714285714285,0.0,0.0,13,5.6923076923076925,10.723076923076924,9,9,8,6,6,74,0.46153846153846156,0.75,1.0,13.7,5.0,0.0,1,0
C00057,43,Prefer not to say,Orlando,FL,Unknown,Home,Organic Search,1,1,0.906,0.814,266,0,1.0,114.36,114.36,24.39,24.39,5.0,0.0,1.0,1.0,114.36,1.0,114.36,1.0,114.36,Home,106.38,1.0,11,4,2,2,10.909090909090908,7.07,0.36363636363636365,0.18181818181818182,0.18181818181818182,15,4.4,7.858888888888888,9,6,5,3,3,0,0.2,0.6,0.0,0.0,0.0,0.0,0,1
C00058,62,Prefer not to say,San Francisco,CA,Unknown,Grocery,Affiliate,1,1,0.403,0.651,547,0,2.0,211.25,105.625,43.5,21.75,105.0,113.0,0.5309734513274337,0.0,0.0,0.0,0.0,1.0,36.5,Grocery,162.56,2.0,8,3,0,0,8.75,4.6049999999999995,0.375,0.0,0.0,16,3.5,5.64375,7,6,4,2,2,6,0.125,0.5,0.0,0.0,0.0,0.0,0,0
C00059,40,Prefer not to say,Austin,TX,Silver,Beauty,Direct,0,1,0.806,0.526,478,0,4.0,1487.56,371.89,371.33,92.8325,40.0,227.0,0.5286343612334802,0.0,0.0,3.0,932.9799999999999,3.0,932.9799999999999,Beauty,1192.33,3.0,10,7,4,1,11.5,7.125,0.7,0.4,0.1,19,3.9473684210526314,6.066666666666666,9,8,7,2,2,3,0.10526315789473684,0.2857142857142857,0.0,0.0,0.0,0.0,0,0
C00060,68,Prefer not to say,Seattle,WA,Unknown,Electronics,Paid Search,1,0,0.258,0.86,467,0,1.0,107.99,107.99,11.47,11.47,340.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Electronics,100.46,1.0,8,6,1,1,14.375,3.295,0.75,0.125,0.125,12,3.0833333333333335,4.844444444444444,3,2,3,1,1,50,0.08333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,1,0
C00061,25,Female,Chicago,IL,Silver,Electronics,Referral,1,0,0.401,0.501,537,0,3.0,1369.19,456.3966666666667,131.7,43.9,80.0,201.0,0.44776119402985076,0.0,0.0,1.0,173.83,2.0,1032.73,Electronics,960.6800000000001,2.0,4,1,0,0,13.75,2.65,0.25,0.0,0.0,13,3.769230769230769,6.101282051282051,7,6,3,0,0,111,0.0,0.0,0.0,0.0,0.0,0.0,0,0
C00062,63,Prefer not to say,Seattle,WA,Unknown,Baby,Direct,0,0,0.241,0.769,792,0,7.0,2271.95,324.5642857142857,177.42,25.345714285714283,125.0,664.0,0.31626506024096385,0.0,0.0,0.0,0.0,1.0,296.44,Baby,1081.6200000000001,5.0,12,6,2,0,8.75,10.24,0.5,0.16666666666666666,0.0,14,3.142857142857143,4.523809523809524,5,3,1,1,1,4,0.07142857142857142,1.0,1.0,7.7,4.0,0.0,0,0
C00063,30,Male,Chicago,IL,Unknown,Apparel,Referral,1,1,0.657,0.643,229,0,2.0,1688.53,844.265,364.45,182.225,28.0,129.0,0.46511627906976744,1.0,1023.26,1.0,1023.26,2.0,1688.53,Apparel,896.5699999999999,2.0,10,8,2,0,6.5,5.319999999999999,0.8,0.2,0.0,16,4.4375,6.879166666666666,10,9,7,2,2,13,0.125,0.2857142857142857,0.0,0.0,0.0,0.0,0,1
C00064,22,Male,Scottsdale,AZ,Unknown,Beauty,Direct,1,1,0.664,0.513,535,0,2.0,748.14,374.07,136.04000000000002,68.02000000000001,210.0,259.0,0.23166023166023167,0.0,0.0,0.0,0.0,0.0,0.0,Pet,343.11,3.0,7,4,0,0,7.857142857142857,4.285,0.5714285714285714,0.0,0.0,12,4.416666666666667,7.008333333333333,8,6,3,2,2,28,0.16666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,1,0
C00065,30,Non-binary,Chicago,IL,Gold,Beauty,Direct,1,1,0.298,0.62,383,0,2.0,528.63,264.315,57.33,28.665,130.0,133.0,0.45112781954887216,0.0,0.0,0.0,0.0,1.0,303.17,Beauty,282.02,2.0,10,1,0,2,8.5,5.574999999999999,0.1,0.0,0.2,13,5.230769230769231,9.464102564102564,10,7,8,4,4,10,0.3076923076923077,0.5,0.0,0.0,0.0,0.0,0,0
C00066,52,Non-binary,Orlando,FL,Unknown,Beauty,Referral,1,0,0.425,0.932,398,0,1.0,311.32,311.32,19.84,19.84,133.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,311.32,Beauty,289.6,1.0,12,6,2,2,12.5,10.235,0.5,0.16666666666666666,0.16666666666666666,16,4.375,6.95625,12,9,4,1,1,1,0.0625,0.25,0.0,0.0,0.0,0.0,0,0
C00067,40,Prefer not to say,Seattle,WA,Silver,Electronics,Paid Social,1,1,0.304,0.476,497,0,5.0,1375.27,275.054,141.96,28.392000000000003,140.0,345.0,0.43478260869565216,0.0,0.0,0.0,0.0,1.0,196.79,Electronics,890.0100000000001,3.0,6,2,1,1,13.333333333333334,4.35,0.3333333333333333,0.16666666666666666,0.16666666666666666,12,4.5,7.433333333333334,9,6,5,0,0,66,0.0,0.0,0.0,0.0,0.0,0.0,0,0
C00068,38,Male,Phoenix,AZ,Gold,Baby,Referral,0,1,0.471,0.733,665,0,6.0,1058.85,176.475,216.32,36.053333333333335,83.0,476.0,0.37815126050420167,0.0,0.0,1.0,125.9,2.0,138.57,Baby,369.95,3.0,12,7,3,1,14.166666666666666,10.12,0.5833333333333334,0.25,0.08333333333333333,8,3.375,4.54375,5,2,1,0,0,27,0.0,0.0,0.0,0.0,0.0,0.0,0,0
C00069,72,Female,Scottsdale,AZ,Platinum,Sports,Paid Search,0,0,0.671,0.256,597,0,14.0,4836.36,345.4542857142857,686.86,49.06142857142857,47.0,546.0,0.7692307692307693,0.0,0.0,1.0,1173.47,1.0,1173.47,Sports,2833.18,7.0,11,2,0,0,16.363636363636363,7.9350000000000005,0.18181818181818182,0.0,0.0,12,4.5,7.734722222222222,8,6,4,2,2,28,0.16666666666666666,0.5,1.0,18.2,3.0,0.0,0,0
C00070,61,Female,Chicago,IL,Platinum,Electronics,Organic Search,1,0,0.509,0.716,500,0,7.0,1597.52,228.21714285714285,389.8,55.68571428571429,167.0,250.0,0.84,0.0,0.0,0.0,0.0,1.0,35.11,Electronics,834.19,3.0,11,2,1,0,6.818181818181818,7.24,0.18181818181818182,0.09090909090909091,0.0,8,4.0,6.010416666666667,5,3,1,0,0,52,0.0,0.0,0.0,0.0,0.0,0.0,0,0
C00071,56,Male,Boulder,CO,Unknown,Beauty,Affiliate,1,1,0.32,0.371,565,0,0.0,0.0,0.0,0.0,0.0,565.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,8,0,0,1,18.75,3.82,0.0,0.0,0.125,16,4.875,8.588541666666666,12,9,7,2,2,79,0.125,0.2857142857142857,0.0,0.0,0.0,0.0,1,0
C00072,64,Female,Tacoma,WA,Unknown,Baby,Paid Social,0,0,0.42,0.618,281,0,0.0,0.0,0.0,0.0,0.0,281.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,6,4,2,0,10.833333333333334,2.3850000000000002,0.6666666666666666,0.3333333333333333,0.0,12,3.8333333333333335,6.038888888888889,7,5,1,1,1,0,0.08333333333333333,1.0,0.0,0.0,0.0,0.0,1,0
C00073,44,Prefer not to say,Charlotte,NC,Gold,Electronics,Direct,1,1,0.474,0.36,320,0,5.0,1499.19,299.838,223.54000000000002,44.708000000000006,129.0,161.0,0.9316770186335405,0.0,0.0,0.0,0.0,1.0,565.9,Electronics,731.91,4.0,4,3,1,0,3.75,2.415,0.75,0.25,0.0,11,4.909090909090909,7.090909090909091,6,3,6,5,5,39,0.45454545454545453,0.8333333333333334,0.0,0.0,0.0,0.0,0,0
C00074,33,Non-binary,Scottsdale,AZ,Silver,Grocery,Paid Search,0,0,0.419,0.793,580,0,3.0,406.57,135.52333333333334,59.32000000000001,19.773333333333337,172.0,281.0,0.32028469750889677,0.0,0.0,0.0,0.0,1.0,54.62,Grocery,378.20000000000005,1.0,11,6,2,1,13.636363636363637,5.525,0.5454545454545454,0.18181818181818182,0.09090909090909091,14,4.785714285714286,8.558333333333334,10,6,6,5,5,3,0.35714285714285715,0.8333333333333334,0.0,0.0,0.0,0.0,0,1
C00075,63,Female,Buffalo,NY,Unknown,Baby,Referral,1,0,0.528,0.778,617,0,5.0,2533.02,506.604,284.01,56.802,231.0,383.0,0.39164490861618795,0.0,0.0,0.0,0.0,0.0,0.0,Beauty,1068.56,5.0,4,0,0,2,6.25,4.4399999999999995,0.0,0.0,0.5,13,5.3076923076923075,8.62948717948718,9,7,7,5,5,0,0.38461538461538464,0.7142857142857143,0.0,0.0,0.0,0.0,1,0
C00076,44,Non-binary,Buffalo,NY,Unknown,Apparel,Organic Search,1,1,0.234,0.582,693,0,3.0,783.72,261.24,84.99000000000001,28.330000000000002,304.0,260.0,0.3461538461538462,0.0,0.0,0.0,0.0,0.0,0.0,Apparel,475.76,3.0,3,2,1,1,23.333333333333332,2.06,0.6666666666666666,0.3333333333333333,0.3333333333333333,14,4.5,7.372619047619048,9,7,5,3,3,95,0.21428571428571427,0.6,0.0,0.0,0.0,0.0,1,0
C00077,20,Male,Orlando,FL,Silver,Baby,Paid Search,0,1,0.407,0.285,349,0,1.0,137.85,137.85,15.08,15.08,2.0,0.0,1.0,1.0,137.85,1.0,137.85,1.0,137.85,Baby,128.23,1.0,4,0,0,0,11.25,1.5899999999999999,0.0,0.0,0.0,10,3.5,5.241666666666666,3,3,3,2,2,3,0.2,0.6666666666666666,0.0,0.0,0.0,0.0,0,0
C00078,28,Prefer not to say,Scottsdale,AZ,Gold,Apparel,Direct,1,0,0.54,0.89,506,0,4.0,1504.06,376.015,280.39,70.0975,147.0,194.0,0.6185567010309279,0.0,0.0,0.0,0.0,3.0,1430.87,Beauty,809.22,3.0,11,5,2,1,13.181818181818182,8.565,0.45454545454545453,0.18181818181818182,0.09090909090909091,17,4.352941176470588,6.631372549019608,9,8,7,4,4,15,0.23529411764705882,0.5714285714285714,0.0,0.0,0.0,0.0,0,0
C00079,26,Prefer not to say,Raleigh,NC,Unknown,Pet,Paid Search,1,1,0.118,0.481,610,0,1.0,139.51,139.51,9.96,9.96,61.0,0.0,1.0,0.0,0.0,1.0,139.51,1.0,139.51,Home,129.78,1.0,5,2,1,1,10.0,3.09,0.4,0.2,0.2,13,4.0,6.151282051282052,8,4,3,3,3,10,0.23076923076923078,1.0,0.0,0.0,0.0,0.0,0,0
C00080,61,Non-binary,Seattle,WA,Unknown,Apparel,Direct,0,1,0.678,0.457,455,0,1.0,254.85,254.85,25.72,25.72,149.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,254.85,Pet,237.07,1.0,7,2,0,1,10.0,5.55,0.2857142857142857,0.0,0.14285714285714285,11,4.090909090909091,7.28939393939394,5,5,4,2,2,19,0.18181818181818182,0.5,0.0,0.0,0.0,0.0,0,0
C00081,61,Female,Buffalo,NY,Gold,Beauty,Affiliate,1,1,0.375,0.483,283,0,1.0,294.61,294.61,12.2,12.2,18.0,0.0,1.0,1.0,294.61,1.0,294.61,1.0,294.61,Apparel,274.06,1.0,6,1,0,0,10.833333333333334,4.635,0.16666666666666666,0.0,0.0,10,4.0,6.0183333333333335,5,4,5,1,1,74,0.1,0.2,0.0,0.0,0.0,0.0,0,0
C00082,50,Prefer not to say,Austin,TX,Platinum,Pet,Referral,1,1,0.634,0.29,335,0,7.0,2358.62,336.94571428571425,637.79,91.11285714285714,121.0,178.0,1.1797752808988764,0.0,0.0,0.0,0.0,2.0,500.63,Apparel,1270.8,4.0,8,2,1,0,16.875,3.045,0.25,0.125,0.0,8,4.0,4.358333333333333,4,4,2,1,1,7,0.125,0.5,1.0,3.3,4.0,0.0,0,0
C00083,21,Female,San Francisco,CA,Unknown,Apparel,Organic Search,1,1,0.428,0.708,335,0,2.0,285.47999999999996,142.73999999999998,24.9,12.45,72.0,55.0,1.090909090909091,0.0,0.0,1.0,20.15,2.0,285.47999999999996,Home,259.06,1.0,10,2,0,0,12.5,6.455,0.2,0.0,0.0,20,4.9,7.472499999999999,15,12,11,3,3,0,0.15,0.2727272727272727,0.0,0.0,0.0,0.0,0,0
C00084,43,Male,Boston,MA,Silver,Sports,Organic Search,1,0,0.54,0.654,774,0,5.0,930.45,186.09,170.93,34.186,13.0,505.0,0.29702970297029707,1.0,353.16,1.0,353.16,2.0,582.45,Sports,613.5699999999999,3.0,8,2,0,2,16.25,5.375,0.25,0.0,0.25,14,5.142857142857143,9.510714285714286,9,5,9,6,6,167,0.42857142857142855,0.6666666666666666,0.0,0.0,0.0,0.0,0,1
C00085,20,Prefer not to say,Denver,CO,Silver,Sports,Paid Search,1,1,0.684,0.731,438,0,3.0,833.35,277.78333333333336,167.54000000000002,55.84666666666667,73.0,359.0,0.25069637883008355,0.0,0.0,1.0,440.76,1.0,440.76,Sports,474.21,3.0,8,3,2,0,10.625,4.175,0.375,0.25,0.0,11,3.909090909090909,5.627272727272727,7,3,3,2,2,50,0.18181818181818182,0.6666666666666666,1.0,9.7,4.0,0.0,0,0
C00086,33,Non-binary,Denver,CO,Gold,Electronics,Direct,1,1,0.416,0.431,673,0,6.0,2065.74,344.28999999999996,232.54,38.75666666666667,3.0,608.0,0.2960526315789474,1.0,182.26,1.0,182.26,1.0,182.26,Electronics,1415.56,4.0,5,1,0,0,13.0,3.5,0.2,0.0,0.0,4,3.5,4.266666666666667,1,0,1,1,1,19,0.25,1.0,1.0,23.0,4.0,0.0,0,0
C00087,42,Male,Los Angeles,CA,Unknown,Beauty,Referral,1,1,0.572,0.766,631,0,2.0,468.14,234.07,66.22999999999999,33.114999999999995,58.0,293.0,0.20477815699658702,0.0,0.0,1.0,273.86,1.0,273.86,Grocery,435.48,1.0,10,3,1,1,9.0,5.705,0.3,0.1,0.1,14,4.428571428571429,7.585714285714286,8,7,7,3,3,11,0.21428571428571427,0.42857142857142855,0.0,0.0,0.0,0.0,0,1
C00088,72,Non-binary,Miami,FL,Unknown,Electronics,Affiliate,1,1,0.503,0.351,188,0,0.0,0.0,0.0,0.0,0.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,8,5,0,0,11.25,2.445,0.625,0.0,0.0,11,4.454545454545454,6.718181818181818,7,5,5,3,3,9,0.2727272727272727,0.6,0.0,0.0,0.0,0.0,1,0
C00089,48,Male,Boston,MA,Unknown,Electronics,Referral,0,1,0.623,0.949,638,0,3.0,1668.9099999999999,556.3033333333333,300.05999999999995,100.01999999999998,101.0,485.0,0.18556701030927833,0.0,0.0,0.0,0.0,1.0,477.72,Electronics,659.65,3.0,11,4,2,3,10.909090909090908,9.465,0.36363636363636365,0.18181818181818182,0.2727272727272727,21,4.476190476190476,6.35,11,7,10,7,7,4,0.3333333333333333,0.7,0.0,0.0,0.0,0.0,0,0
C00090,20,Male,Boston,MA,Silver,Grocery,Organic Search,1,0,0.232,0.853,623,0,6.0,1427.71,237.95166666666668,140.99,23.498333333333335,9.0,602.0,0.29900332225913623,1.0,529.25,1.0,529.25,1.0,529.25,Home,494.58,5.0,8,4,1,0,13.75,5.34,0.5,0.125,0.0,18,4.166666666666667,5.649074074074075,9,5,4,3,3,5,0.16666666666666666,0.75,0.0,0.0,0.0,0.0,0,1
C00091,64,Prefer not to say,Cambridge,MA,Silver,Pet,Paid Search,1,1,0.221,0.787,319,0,1.0,400.02,400.02,26.72,26.72,122.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,400.02,Pet,372.11,1.0,8,8,5,3,9.375,4.97,1.0,0.625,0.375,13,3.8461538461538463,6.235897435897436,6,6,3,2,2,11,0.15384615384615385,0.6666666666666666,0.0,0.0,0.0,0.0,0,0
C00092,31,Prefer not to say,Boulder,CO,Silver,Electronics,Organic Search,1,0,0.805,0.738,769,0,5.0,1509.27,301.854,343.38,68.676,100.0,583.0,0.25728987993138935,0.0,0.0,0.0,0.0,1.0,292.02,Sports,549.8299999999999,4.0,6,2,1,1,9.166666666666666,2.79,0.3333333333333333,0.16666666666666666,0.16666666666666666,13,5.076923076923077,8.843589743589744,12,9,6,1,1,18,0.07692307692307693,0.16666666666666666,0.0,0.0,0.0,0.0,0,0
C00093,61,Prefer not to say,Phoenix,AZ,Unknown,Electronics,Organic Search,0,1,0.421,0.913,281,0,0.0,0.0,0.0,0.0,0.0,281.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,16,7,2,0,10.9375,9.54,0.4375,0.125,0.0,20,4.85,8.395,14,9,8,6,6,3,0.3,0.75,0.0,0.0,0.0,0.0,1,0
C00094,66,Female,New York,NY,Unknown,Apparel,Referral,1,1,0.495,0.579,666,0,6.0,1551.49,258.58166666666665,260.61,43.435,212.0,428.0,0.4205607476635514,0.0,0.0,0.0,0.0,0.0,0.0,Sports,542.95,5.0,2,0,0,0,15.0,2.05,0.0,0.0,0.0,15,5.066666666666666,9.766666666666667,11,9,9,3,3,0,0.2,0.3333333333333333,0.0,0.0,0.0,0.0,1,0
C00095,74,Prefer not to say,San Francisco,CA,Unknown,Home,Organic Search,0,0,0.332,0.769,855,0,2.0,178.3,89.15,33.25,16.625,301.0,386.0,0.15544041450777202,0.0,0.0,0.0,0.0,0.0,0.0,Home,159.36,1.0,11,4,1,2,9.545454545454545,7.555,0.36363636363636365,0.09090909090909091,0.18181818181818182,19,4.2631578947368425,6.842982456140351,11,6,6,3,3,83,0.15789473684210525,0.5,0.0,0.0,0.0,0.0,1,0
C00096,37,Male,Denver,CO,Unknown,Electronics,Affiliate,1,1,0.806,0.182,625,0,3.0,759.4300000000001,253.14333333333335,166.53,55.51,45.0,481.0,0.1871101871101871,0.0,0.0,1.0,48.85,2.0,298.96000000000004,Electronics,428.34000000000003,4.0,8,4,1,1,6.875,5.904999999999999,0.5,0.125,0.125,4,3.25,5.525,2,1,0,0,0,89,0.0,0.0,0.0,0.0,0.0,0.0,0,0
C00097,56,Prefer not to say,Naperville,IL,Silver,Beauty,Organic Search,1,0,0.887,0.68,359,0,2.0,991.59,495.795,195.91,97.955,133.0,140.0,0.42857142857142855,0.0,0.0,0.0,0.0,1.0,962.82,Beauty,542.92,3.0,10,5,2,3,17.5,5.02,0.5,0.2,0.3,11,3.8181818181818183,6.034848484848485,5,4,4,1,1,8,0.09090909090909091,0.25,0.0,0.0,0.0,0.0,0,0
C00098,58,Male,Scottsdale,AZ,Gold,Sports,Paid Social,1,1,0.375,0.836,451,0,3.0,923.48,307.82666666666665,104.24,34.74666666666666,3.0,245.0,0.3673469387755102,1.0,750.4,1.0,750.4,2.0,890.49,Electronics,698.05,3.0,12,7,5,0,10.833333333333334,8.695,0.5833333333333334,0.4166666666666667,0.0,17,4.470588235294118,7.959803921568628,11,5,8,5,5,113,0.29411764705882354,0.625,0.0,0.0,0.0,0.0,0,1
C00099,56,Non-binary,Scottsdale,AZ,Silver,Apparel,Organic Search,1,1,0.264,0.857,597,0,7.0,2219.46,317.0657142857143,86.89,12.412857142857144,5.0,428.0,0.49065420560747663,1.0,83.45,1.0,83.45,2.0,482.45,Electronics,999.91,6.0,12,5,2,0,10.0,10.645,0.4166666666666667,0.16666666666666666,0.0,17,5.176470588235294,9.925490196078432,13,12,7,5,5,7,0.29411764705882354,0.7142857142857143,0.0,0.0,0.0,0.0,0,1
C00100,44,Non-binary,Boulder,CO,Unknown,Pet,Organic Search,1,0,0.604,0.829,826,0,3.0,604.02,201.34,97.92,32.64,380.0,329.0,0.2735562310030395,0.0,0.0,0.0,0.0,0.0,0.0,Pet,561.88,1.0,9,4,3,1,13.333333333333334,5.325,0.4444444444444444,0.3333333333333333,0.1111111111111111,19,3.8947368421052633,6.5508771929824565,8,5,8,5,5,13,0.2631578947368421,0.625,0.0,0.0,0.0,0.0,1,0
C00101,37,Non-binary,Phoenix,AZ,Unknown,Pet,Referral,1,0,0.932,0.451,174,0,0.0,0.0,0.0,0.0,0.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,8,3,0,0,8.75,4.365,0.375,0.0,0.0,7,4.571428571428571,7.330952380952381,5,3,3,2,2,18,0.2857142857142857,0.6666666666666666,0.0,0.0,0.0,0.0,0,0
C00102,71,Female,Tacoma,WA,Unknown,Baby,Direct,1,0,0.25,0.838,586,0,3.0,1038.72,346.24,101.41999999999999,33.806666666666665,185.0,224.0,0.4017857142857143,0.0,0.0,0.0,0.0,0.0,0.0,Baby,521.56,2.0,13,9,5,1,16.153846153846153,10.235,0.6923076923076923,0.38461538461538464,0.07692307692307693,15,4.933333333333334,8.147777777777778,10,8,9,2,2,4,0.13333333333333333,0.2222222222222222,0.0,0.0,0.0,0.0,0,1
C00103,23,Female,Seattle,WA,Unknown,Sports,Direct,1,1,0.422,0.487,665,0,2.0,1337.23,668.615,185.15,92.575,16.0,597.0,0.10050251256281408,1.0,220.86,1.0,220.86,1.0,220.86,Sports,802.71,3.0,7,1,1,0,13.571428571428571,3.23,0.14285714285714285,0.14285714285714285,0.0,10,4.9,7.061666666666667,6,6,5,3,3,54,0.3,0.6,0.0,0.0,0.0,0.0,0,0
C00104,61,Male,San Francisco,CA,Unknown,Sports,Organic Search,1,1,0.143,0.739,285,0,1.0,351.62,351.62,10.72,10.72,274.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Sports,327.09,1.0,9,6,1,0,14.444444444444445,5.81,0.6666666666666666,0.1111111111111111,0.0,12,4.25,5.963888888888889,9,4,4,1,1,3,0.08333333333333333,0.25,0.0,0.0,0.0,0.0,1,0
C00105,22,Non-binary,Austin,TX,Unknown,Beauty,Direct,1,0,0.261,0.36,825,0,3.0,553.8299999999999,184.60999999999999,63.2,21.066666666666666,60.0,742.0,0.12129380053908355,0.0,0.0,1.0,233.31,1.0,233.31,Beauty,461.4,2.0,2,0,0,0,7.5,1.92,0.0,0.0,0.0,10,3.1,4.41,3,3,2,0,0,26,0.0,0.0,0.0,0.0,0.0,0.0,0,0
C00106,60,Prefer not to say,Dallas,TX,Unknown,Beauty,Organic Search,1,0,0.603,0.481,249,0,0.0,0.0,0.0,0.0,0.0,249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,11,5,1,2,12.727272727272727,9.35,0.45454545454545453,0.09090909090909091,0.18181818181818182,17,4.117647058823529,6.840196078431372,11,6,5,2,2,22,0.11764705882352941,0.4,0.0,0.0,0.0,0.0,1,0
C00107,34,Prefer not to say,Raleigh,NC,Silver,Electronics,Affiliate,1,1,0.467,0.36,452,0,5.0,1121.78,224.356,160.91,32.182,165.0,200.0,0.75,0.0,0.0,0.0,0.0,1.0,286.01,Electronics,961.15,2.0,7,3,1,0,10.0,3.165,0.42857142857142855,0.14285714285714285,0.0,8,3.625,4.554166666666666,4,2,1,1,1,66,0.125,1.0,0.0,0.0,0.0,0.0,0,0
C00108,37,Female,Chicago,IL,Silver,Baby,Paid Social,1,1,0.446,0.848,796,0,1.0,73.8,73.8,12.45,12.45,384.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Baby,68.65,1.0,10,4,2,0,13.5,10.51,0.4,0.2,0.0,19,4.842105263157895,8.094736842105263,12,9,10,7,7,110,0.3684210526315789,0.7,0.0,0.0,0.0,0.0,1,0
C00109,57,Female,Raleigh,NC,Gold,Sports,Organic Search,1,1,0.438,0.607,484,0,6.0,1871.09,311.8483333333333,224.42000000000002,37.403333333333336,4.0,321.0,0.5607476635514019,1.0,264.98,2.0,538.58,3.0,668.1800000000001,Beauty,634.24,5.0,6,1,0,1,18.333333333333332,5.89,0.16666666666666666,0.0,0.16666666666666666,7,5.142857142857143,9.271428571428572,6,5,3,1,1,100,0.14285714285714285,0.3333333333333333,0.0,0.0,0.0,0.0,0,1
C00110,36,Male,Boulder,CO,Silver,Baby,Affiliate,1,0,0.335,0.836,519,0,4.0,482.93,120.7325,64.01,16.0025,205.0,263.0,0.4562737642585551,0.0,0.0,0.0,0.0,0.0,0.0,Home,305.06,2.0,5,3,1,2,13.0,1.94,0.6,0.2,0.4,17,4.9411764705882355,7.6686274509803924,12,10,7,4,4,8,0.23529411764705882,0.5714285714285714,0.0,0.0,0.0,0.0,1,0
