feature,coefficient,abs_coef
categorical__acquisition_channel_Direct,0.10830993499265132,0.10830993499265132
numeric__favorite_category_spend,-0.0843649428060889,0.0843649428060889
numeric__is_new_customer,0.07823004037628398,0.07823004037628398
categorical__gender_Female,0.07421438805087419,0.07421438805087419
categorical__acquisition_channel_Paid Search,0.06978759379798835,0.06978759379798835
numeric__digital_engagement_score,0.06457986569160043,0.06457986569160043
numeric__marketing_clicks,-0.06143259186084831,0.06143259186084831
numeric__categories_purchased,-0.05712990763351855,0.05712990763351855
numeric__session_conversion_rate,0.03696835742932752,0.03696835742932752
categorical__city_Boulder,0.020742160545150358,0.020742160545150358
categorical__preferred_category_Sports,-0.012406473515108722,0.012406473515108722
categorical__state_CA,-0.009288037689239506,0.009288037689239506
numeric__marketing_conversions_7d,-0.002293072018187913,0.002293072018187913
numeric__unresolved_tickets,0.0,0.0
